Address,Zip Code,Cuisine,Longitude,insertedAtTimestamp,Number of Reviews,Latitude,Open,Business_ID,Rating,Name
331 W 51st St,10019,american,-73.9868805,06/10/2019 16:20:26,450,40.7636295,N/A,Wdt-exLSaHXQRH7V_7-VVg,4,Spoonfed New York Country
131 Grand St,11249,mexican,-73.96246,06/10/2019 16:08:38,4,40.71509,N/A,aTBxCoZDOnqAXPDdQmrxMg,5,Taqueria Mexico 2000
239 Centre St,10013,brunch,-73.9984,06/10/2019 16:21:03,457,40.72028,N/A,DE0ROwygh-86i4s-WLp8wQ,4,Maman Soho
85 Ave A,10009,japanese,-73.984436,06/10/2019 15:44:16,543,40.725315,N/A,itblJyiTY2h2ACidLk66oA,4,Takahachi
626 Hudson St,10014,pizza,-74.0054,06/10/2019 15:37:41,278,40.73829,N/A,vTn3ww550Rnhz9naIxtjww,4,Brunetti Pizza
8002 Astoria Blvd,11370,indian,-73.88882,06/10/2019 15:39:11,24,40.76496,N/A,fNxI--522GxiStC-J3SnTw,4,Starlight Grill Restaurant & Sweet
8 Stone St,10004,italian,-74.0121731758117,06/10/2019 16:06:03,483,40.7039355145338,N/A,0Tvwk0hvgaY0QVIsZGTZKQ,4.5,Antica Ristorante
670 E 187th St,10458,dessert,-73.885124,06/10/2019 16:08:06,137,40.85416,N/A,CI9RYUjDdYS7GXL08tI9Cw,4,Artuso Pastry Shop
425 W 15th St,10011,thai,-74.00625,06/10/2019 16:09:43,880,40.7423387008486,N/A,oe8GEFE4QLFAKt87y7zcgA,4.5,Very Fresh Noodles
75 9th Ave,10011,thai,-74.0048000961542,06/10/2019 16:09:43,3865,40.7422762672197,N/A,nI1UYDCYUTt23TpGxqnLKg,4,Buddakan
2169 Lemoine Ave,07024,korean,-73.96741,06/10/2019 15:01:52,73,40.85667,N/A,ItL1MPc-ruJagHTkdshW7w,3.5,Dong Bo Sung
66 Park Ave,10016,japanese,-73.97986,06/10/2019 16:18:16,110,40.74954,N/A,REIcoQFvGB7B6S0GmqHo1A,4,Hakubai
2036 2nd Ave,10029,indian,-73.94278,06/10/2019 16:10:03,70,40.78967,N/A,NH7Ws65ZwlmOosiblfGTRw,3,Spice Hut Indian Restaurant
8503 Whitney Ave,11373,thai,-73.8801273,06/10/2019 16:16:42,364,40.7414656,N/A,kXuubLd6s3GidpqU3psPdw,4,Chao Thai
7002 Fresh Pond Rd,11385,thai,-73.8952926,06/10/2019 16:21:26,69,40.7023726,N/A,8-dc942sz-prIeepAkHLJA,4.5,Zenith Thai Restaurant
235 Columbus Ave,10023,italian,-73.9794019,06/10/2019 16:12:53,516,40.7764333,N/A,TsYrzVVtkKO4Asrk_L9stw,3.5,Parm
16 Humphrey St,07631,korean,-73.97715,06/10/2019 16:04:53,106,40.89446,N/A,gbjRqXgG_YJChMrDITWhPA,4,Best Dumplings
400 Audubon Ave,10033,dessert,-73.93063,06/10/2019 14:48:00,3,40.85133,N/A,u5GhSUPNsltzTO5XyD0RXg,3.5,16 Handles
77 E 4th St,10003,italian,-73.99019,06/10/2019 16:10:37,175,40.72662,N/A,25npnVAlhRjguunYS8zy8w,4.5,Piccola Strada
243 Glenville Rd,06831,italian,-73.66329,06/10/2019 15:11:51,61,41.0379999,N/A,YmzmZ4BuBj1sBxFE-s2sOQ,4,Glenville Pizza
null,10022,dessert,-73.9682998657227,06/10/2019 16:17:31,2,40.7591133117676,N/A,NFg9U1diLB75Elx0PdVjuQ,5,The New York Cakepopery
506 Jersey Ave,07302,healthy,-74.0471468120813,06/10/2019 16:04:33,184,40.7196564227343,N/A,B-lbpKcK1sVfqGdlmagKag,4,Subia's Organic Market
217 Eldridge St,10002,japanese,-73.99026,06/10/2019 16:11:18,73,40.72172,N/A,OINi1A9bSUUN5vi7xgi3ZQ,4.5,Uchu
21-50 44th Dr,11101,italian,-73.9455319123659,06/10/2019 14:59:19,277,40.7476595714373,N/A,zDujEq9qZk13nBcG2PH4tA,4.5,Il Falco
1593 St Nicholas Ave,10040,pizza,-73.93002,06/10/2019 15:01:16,17,40.85472,N/A,Aprs5McFDpJCKTxWEJMlag,3.5,Mediterraneo Pizza
500 10th St,07650,korean,-73.9845913276076,06/10/2019 15:08:48,188,40.8472084713549,N/A,OfhbwhWzIn6TYYpubLZNsQ,4,Tang Maru
103 Greenwich Ave,10014,brunch,-74.00197,06/10/2019 16:21:03,270,40.73778,N/A,h37t9rA06Sr4EetJjKrfzw,4.5,Don Angie
432 Park Ave S,10016,thai,-73.98365,06/10/2019 15:00:32,217,40.74422,N/A,UC3n_0vZ5zI1fvi7UzNZAg,4.5,Sabai Thai Restaurant
1575 Lexington Ave,10029,thai,-73.94857,06/10/2019 16:09:50,182,40.78888,N/A,T4xmuPYBmMhF48bfi9rkfA,3.5,Pro Thai
85 W Broadway,10007,american,-74.00913,06/10/2019 16:18:06,360,40.71521,N/A,np7wKWwTAhetwpXqsWpFkQ,4,Little Park
146 Essex St,10002,american,-73.98677,06/10/2019 16:20:26,3376,40.72037,N/A,pfmAcS-g6SiNG0KlLvrqnA,4,Beauty & Essex
456 Hudson St,10014,korean,-74.0065048,06/10/2019 15:14:13,971,40.7313524,N/A,6qzNc9Z9DHYYleKqrW_K3g,4,Takashi
25 Cooper Sq,10003,american,-73.9909284946934,06/10/2019 15:00:16,498,40.7279081084989,N/A,ZhbHXqkEYNKLAbamW5peJQ,3.5,Narcissa
10 Sterling Road,07631,pizza,-73.988665,06/10/2019 16:13:43,73,40.882541,N/A,-kb5p62-cHiayThJBVQxfg,4,Anthony's Coal Fired Pizza
106 Greenwich St,10006,seafood,-74.01367,06/10/2019 16:19:38,153,40.70854,N/A,k8GFfCXO2FIIJIo0ICYSRA,4,Bao Bao Cafe
3111 Broadway,10027,dessert,-73.9603116363287,06/10/2019 16:15:11,37,40.813315178333,N/A,dVE7UAc0vtEk-V4fHfJUFg,3.5,Chokolat Patisserie
141 2nd Ave,10003,mexican,-73.9875403,06/10/2019 16:18:01,744,40.7291289539586,N/A,Ko95LRE9AAvb2Lk9Iwh2-Q,4,Otto's Tacos
172 Avenue B,10009,indian,-73.97978,06/10/2019 16:14:44,79,40.72739,N/A,Rk6TXh7nINbzJoGtI2C5cA,3.5,Desi Galli
139 N 6th St,11249,seafood,-73.9586651666596,06/10/2019 16:01:59,561,40.7177048496671,N/A,bO7oI7V8MYbRxenHQcWOqQ,3.5,Surf Bar
219 E 116th St,10029,mexican,-73.9390864432851,06/10/2019 16:13:14,73,40.7976444478292,N/A,EhJO7B2hzHq8NT8iFKoCwg,3.5,Hot Jalapeño
475 Driggs Ave,11211,japanese,-73.954131,06/10/2019 16:01:35,615,40.718827,N/A,6EArjn_iacj-yGVLTKWuEQ,4,Fushimi Williamsburg
162 5th Ave,11217,vietnamese,-73.97975,06/10/2019 15:06:51,454,40.67792,N/A,KJFosOrLotvQo_rntg0sjA,4,Bricolage
307 Amsterdam Ave,10023,thai,-73.98032,06/10/2019 15:37:48,264,40.7801199,N/A,VoAuIReq_cPUrFwxbWqG_Q,4.5,SalaThai Restaurant
210 W 10th St,10014,japanese,-74.00418,06/10/2019 16:18:20,130,40.73399,N/A,IS94JDTcq_WedBcj6P4qpQ,4,Sushi on Jones
39-28 61st St,11377,thai,-73.9032297,06/10/2019 16:02:34,128,40.746457,N/A,bjf8vmAIrdPo1aHoaYPkBw,4,Sweet Basil
118 Broad Ave,07650,korean,-73.9999327,06/10/2019 15:40:29,213,40.844726,N/A,avtl5_yfrg8xjw3ntwQBLw,4,Chung Dam Dong Restaurant
1407 Broadway,10018,seafood,-73.98777,06/10/2019 15:40:09,44,40.75353,N/A,W45PNquvdkIeedQ9LOLHUQ,4,Luke's Lobster Garment District
245 E 14th St,10016,italian,-73.98515,06/10/2019 16:10:33,78,40.7326,N/A,Bk7METp9hGgm409E6EoBhw,4.5,Mani In Pasta
841 Broadway,10003,dessert,-73.9910549187747,06/10/2019 16:03:39,4571,40.7342670594805,N/A,vbvtWBbO3Q-Q15w7aHxgVg,3.5,Max Brenner - New York
212 Flatbush Ave,11217,korean,-73.9756774902344,06/10/2019 16:07:13,130,40.6811485290527,N/A,tWSjcyxwBccZkEyhry_aEQ,3.5,Mokbar Brooklyn
97 Nassau St,10038,italian,-74.007594,06/10/2019 15:42:45,570,40.710558,N/A,8qSOz7oTPUUCafsMOBBNEQ,4.5,Pisillo Italian Panini
2245 Adam Clayton Powell,10027,seafood,-73.94467,06/10/2019 15:02:23,180,40.8133399,N/A,6AC4yhUdnh64zE6b5-n6OQ,4,Renaissance Harlem
58 St Mark's Pl,10003,chinese,-73.9865907985248,06/10/2019 15:07:35,289,40.7279880270274,N/A,ZCAkVl5SeCDeBWg_xjfYeg,4,Clay Pot - East Village
235 Paterson Ave,07073,korean,-74.097194,06/10/2019 16:19:00,91,40.8337201,N/A,PbTqcNu_0PLfGJMn31SXPg,4,Ho Ho Restaurant
554 Lorimer St,11211,vietnamese,-73.9491955563426,06/10/2019 15:43:35,90,40.713472721345,N/A,ZcsnsOliO2KIH29RazZoIw,3.5,Nicky's Vietnamese Sandwiches
30 W 24th St,10010,mexican,-73.991138,06/10/2019 16:02:12,625,40.742807,N/A,ub2VfE7SRLJABAClzGZp3A,3.5,Tacombi - Flatiron
434 51st St,07093,mexican,-74.0197169,06/10/2019 16:18:01,32,40.7833448,N/A,-yR4PHWqpkrPopwv4wrC5g,4.5,Taquerias Veracruz
199 2nd Ave,10003,japanese,-73.98589,06/10/2019 15:13:35,223,40.7314,N/A,BOz0qTUMtAfljd3Vn1rerQ,4.5,Pado
339 Broad Ave,07650,korean,-73.9970621,06/10/2019 16:07:21,31,40.8492632,N/A,XZM8rb2G7iBY16bxSEkC0A,4.5,Son Kalguksu
128 W 36th St,10018,chinese,-73.9883603449123,06/10/2019 16:13:03,124,40.7517141867087,N/A,Qgv2vyUV-DwK8YwrhU-jtw,3.5,Lan Sheng Restaurant
811 Newark Ave,07306,indian,-74.0653835934663,06/10/2019 16:10:09,159,40.7355589477077,N/A,WbCZW0OBcakQ9oxsLsw8vg,3.5,Honest Restaurant
2085 Nostrand Ave,11210,healthy,-73.9479939267039,06/10/2019 16:01:40,66,40.6347265850368,N/A,mtcv1ZV9EpXP3mOm6ORMrQ,4.5,Ital Fusion
462-466 2nd Ave,10016,italian,-73.9792862,06/10/2019 16:02:07,545,40.7398415,N/A,kIm0oeOaVfC9-2flLPVklA,4,Patrizia's Pizza and Pasta
4702 5th St,11101,indian,-73.9562999129669,06/10/2019 16:19:30,50,40.7457595094109,N/A,NztBFASX-zzg0tROoLiKOg,4.5,Mysttik Masaala
263 W 30th St,10001,korean,-73.99466,06/10/2019 15:39:31,181,40.74964,N/A,_nywvJGzmWJEH2FceAvRbQ,4,Purple Rice Korean Kitchen
262 Bleecker St,10014,italian,-74.00319,06/10/2019 16:19:58,228,40.73115,N/A,_V7YsDQ4Lb41rqfkuPzm1w,4,Trattoria Pesce Pasta
60 State Rte 17 N,07652,korean,-74.071737,06/10/2019 16:07:13,11,40.91542,N/A,UoYzLI3hN-K9I1Tukb5EAA,4,ONDUBU
null,10010,dessert,-73.9797205267059,06/10/2019 16:02:02,21,40.7382791151318,N/A,GR8hIIr8Pg7oY-woPq8HwQ,5,YehCakes
810 W 181st St,10033,pizza,-73.9389477,06/10/2019 14:46:45,100,40.8509482,N/A,aFJLPIyLgRS7m_9-2MK6lg,3.5,Exclusive Pizza
110 9th Ave,10011,vietnamese,-74.0038757324219,06/10/2019 15:41:18,233,40.7431335449219,N/A,1B-lytoWyHLEG95eyM9M_Q,3.5,Co Ba
638 E 6th St,10009,healthy,-73.9801883,06/10/2019 15:37:42,6,40.7238155,N/A,aAjW58zhOUid3kOvwNONDQ,5,Organic Soul Cafe
551 E Putnam Ave,06807,italian,-73.590599,06/10/2019 14:36:11,15,41.042374,N/A,Glv9_arsYlt682y7MlNfwg,4,Villa Nuova Italian Gourmet Deli
458 Myrtle Ave,11205,pizza,-73.96716,06/10/2019 16:16:04,85,40.6931299,N/A,ffJddI2ICrCz6q_QWrU5VQ,4.5,Da Ciro Brooklyn
72-27 37th Ave,11372,indian,-73.8932955,06/10/2019 16:12:31,194,40.7489301,N/A,xdioStDO8FAyQiZWHJiGZQ,4,Rajbhog Sweets and Snacks
141 Havemeyer St,11211,healthy,-73.95721,06/10/2019 16:16:17,334,40.71192,N/A,QaDOWy4-11982JWIxpImNQ,4.5,Little Choc Apothecary
85 Orchard St,10002,thai,-73.99042,06/10/2019 16:09:42,361,40.71798,N/A,fcCF0Kh_RCbv6KSVlb-Seg,3.5,Sticky Rice
30-19 Astoria Blvd,11102,mexican,-73.918361,06/10/2019 16:02:59,2,40.770261,N/A,4cVajR3KnJh7cK9u_TiBAQ,4.5,Orale Mex Food
573 Columbus Ave,10024,mexican,-73.9711353555322,06/10/2019 16:02:58,143,40.7875358759796,N/A,3vBVnzsJLRh8WtW3awKxeQ,4.5,Bodega 88
699 Westchester Ave,10573,brunch,-73.687843,06/10/2019 15:12:30,31,41.009537,N/A,Y_Fw-5vkI1Ookl5hN00F7A,2,Härth Restaurant
2024 Center Ave,07024,thai,-73.97141,06/10/2019 16:14:23,307,40.85266,N/A,AwiDxfV8j7x3_7dtUEkWmQ,4,Saigon Kitchen
7701 Woodside Ave,11373,thai,-73.8878916857991,06/10/2019 16:14:32,586,40.7437053273707,N/A,a5H9p1B6m6WPVjakPylvdA,4,Spicy Shallot
681 Washington Ave,11238,mexican,-73.9635266537943,06/10/2019 16:20:16,206,40.6768903036116,N/A,mfJaJSspapkcL2MIsNuUjw,4,Citrico
275 Church St,10013,pizza,-74.004802,06/10/2019 16:11:27,341,40.718477,N/A,6-ShONYFIM9K8HAUOhZVlw,4,Da Mikele by Luzzo's
332 Washington St,07030,dessert,-74.0299641027722,06/10/2019 16:12:48,244,40.7411506480459,N/A,6xaL2MvIgzkC67h8yu1-rw,4,Old German Bakery
172 Waverly Pl,10014,seafood,-74.00137,06/10/2019 15:14:58,426,40.73399,N/A,FG3toTBOTyfVTePW5RuWSw,4,Jeffrey's Grocery
172 Court St,11201,thai,-73.99334,06/10/2019 16:01:51,153,40.68801,N/A,KIERtmoOTz7r103MWw08nA,3.5,Cafe Chili
380 Canal St,10013,seafood,-74.00461,06/10/2019 15:40:41,9,40.72103,N/A,ULQMK7QcBtKf6V8_ut8q6A,3.5,Canal Street Oysters
1 Valley Rd,07643,seafood,-74.0330944943349,06/10/2019 16:02:45,117,40.8541099887249,N/A,Ug2_5DOrlfaU1Pce5Lvikw,4,Garden Shabu
254 Broad Ave,07650,korean,-73.998012,06/10/2019 16:12:01,105,40.847268,N/A,6-0Et7i2R2nKTpPpevYo1Q,3,Bunsik Nara
99 7th Ave S,10014,seafood,-74.0028772,06/10/2019 16:17:13,1281,40.733063,N/A,s3jou_L_LVYGkNHiuhjlew,4.5,Boucherie West Village
152 2nd Ave,10003,dessert,-73.9866071,06/10/2019 16:17:27,160,40.7293403,N/A,4FD0TAxe70nb3ngk3sXF9Q,4,Uluh
69 Leonard St,10013,japanese,-74.00538,06/10/2019 16:13:34,46,40.71772,N/A,_QxcsvPsYnOgPhiK6gzCfg,4,SHOJI at 69 Leonard St
123 N Main St,10573,brunch,-73.661562,06/10/2019 15:12:23,78,41.002382,N/A,PjAunvZK9Y3Bbk5ppMu0Mw,4,Mcshanes Bar & Restaurant
2848 Broadway,10025,pizza,-73.966056,06/10/2019 16:16:04,619,40.80442,N/A,A46G2OAvLxFswiONB50Rrg,3.5,Koronet Pizza
15 Gold St,10038,american,-74.00712,06/10/2019 16:03:02,335,40.70789,N/A,fuS39acPaRi38DhSSwEI4Q,4,Felice
4251 White Plains Rd,10466,indian,-73.8568,06/10/2019 15:39:10,22,40.89485,N/A,ahKL-52Ogn7iPFjhQbbb3w,4,Carifesta Restaurant
1439 Edward L Grant Hwy,10452,seafood,-73.9214839041599,06/10/2019 16:12:42,1,40.8412061284623,N/A,3yr114KyiL7hA3SZreVxgQ,3,Delicas Del Atlantic Seafood Restaurant
125 La Salle St,10027,american,-73.960288,06/10/2019 16:03:01,819,40.8141624,N/A,wZkZmjZEJDraLJgAalnHvA,4,Pisticci
694 E 187th St,10458,chinese,-73.884627,06/10/2019 16:03:50,2,40.8540501,N/A,w6zpYm2mfk6F-wYWlYEtmA,3.5,no1lucksung Chinese rest
38 W 56th St,10019,american,-73.9761248066812,06/10/2019 15:40:19,706,40.7629158108786,N/A,veku2cg2qaV-7MxwhOMBmg,4.5,Judge Roy Bean Public House
22 Orchard St,10002,vietnamese,-73.991428,06/10/2019 15:41:17,3,40.71537,N/A,GhvnFLjgQ94MDXJgbv3opA,4.5,Saigon Social Pop-Up at Boys Don’t Cry
51st And 7th Ave,10019,indian,-73.9832632988691,06/10/2019 15:39:11,1,40.7610944190219,N/A,VfbHFAGWxShIXLCy7Zw02A,5,Mama's
189 Newark Ave,07302,japanese,-74.0456302242358,06/10/2019 15:43:06,412,40.7213095265887,N/A,1xxx4X6harPvGMcPmS15BA,4,Miso Ramen
33 Cortlandt Aly,10013,american,-74.0015522,06/10/2019 16:11:09,341,40.7183878,N/A,__EvomQ2tE1NtkWn32WEXg,4,Au Cheval Diner
46 Henry St,11201,indian,-73.9921,06/10/2019 16:14:48,265,40.69963,N/A,WSesw7dMYKmF3XHqD0K0WQ,3.5,Asya Indian Restaurant
248 W 106th St,10025,korean,-73.96734,06/10/2019 15:42:14,303,40.80096,N/A,z28cRtpdfiJfzIp1vkMAwQ,4,Koko Wings
53 Bayard St,10013,korean,-73.99765,06/10/2019 16:21:18,146,40.71525,N/A,wdGMVLUzocmnl2tST0lheg,4,YunShang Rice Noodle House
35-57 Crescent St,11106,indian,-73.9326435,06/10/2019 16:05:31,343,40.7587874,N/A,hXqrA_Z3jZ8Q1O6ZehWSwQ,4.5,Sami's Kabab House
441 Broad Ave,07657,korean,-74.0104649,06/10/2019 16:21:22,32,40.8288801,N/A,9GEPKXerLoWIKefSvfnurw,4,Duri Pocha
46th St & 6th Ave,10017,thai,-73.9822617,06/10/2019 16:12:10,46,40.7573891,N/A,EAkIy8TKrW4yPPDCZyP-Cw,3.5,Luckyim Thai truck
111 E 167th St,10452,mexican,-73.9189435341721,06/10/2019 16:03:57,12,40.8351145691322,N/A,JYoCTZrJ0VRTmQFYUz_bSg,2.5,Mi Pueblito
429 W 125th St,10027,mexican,-73.95502,06/10/2019 15:40:48,12,40.81221,N/A,herb-gOpfjJGeiYWXb2liw,4,presto fresh mexican
736 Franklin Ave,11238,mexican,-73.95711,06/10/2019 16:17:53,1026,40.67347,N/A,mhrLDFTxUzW2koRAzjlt5g,4,Chavela's
409 W 15th St,10011,healthy,-74.0056454,06/10/2019 16:14:01,211,40.7420723,N/A,6xCZHAr7yj_vWwRJalAEOg,4.5,Seed + Mill
281 E 161st St,10451,chinese,-73.917702,06/10/2019 15:40:46,6,40.825765,N/A,CqvbXj6siqnBKaTjqNWwuw,3.5,Good Taste Chinese Restaurant
39-16 Prince St,11354,chinese,-73.8326038269836,06/10/2019 16:06:05,309,40.7593930266428,N/A,bKXnm2k44mSdU0fP69lY-g,4,Szechuan Mountain House
222 Lafayette St,10012,thai,-73.997557,06/10/2019 16:21:33,1296,40.722046,N/A,C2o3Iw-DXjoUJFgQIbiqkQ,4,BoCaphe
55 Grand St,10013,mexican,-74.003677,06/10/2019 16:02:58,413,40.722148,N/A,ojeMH0rbOOMx9ajChbVkJQ,3.5,Papatzul
22 Orchard St,10002,pizza,-73.9914,06/10/2019 15:40:54,304,40.71534,N/A,hGksyTiHBBdrhbiVjXzWVw,4,Scarr's Pizza
653 11th Ave,10036,brunch,-73.99586,06/10/2019 16:11:45,886,40.76452,N/A,XoDR_T-ZKYJtZgCocEDcyA,4,Print
2340 Acp,10030,american,-73.943047,06/10/2019 16:04:05,31,40.817149,N/A,aSbrPkclNZXBtA2k69Agsw,4,Ruby's Vintage Harlem
246 5th Ave,10001,japanese,-73.98755,06/10/2019 16:18:15,113,40.74465,N/A,GNbzHUMc2BB23-kW4cJboQ,4,OMAKASE by TEISUI
441 Myrtle Ave,11205,healthy,-73.9679912,06/10/2019 16:20:57,131,40.6933894,N/A,iXrKGRzIZK0pp31mO3nBzA,4.5,Spice & Grill : The Indian Kitchen
60 E 3rd St,10003,mexican,-73.98917,06/10/2019 15:40:16,345,40.72504,N/A,J9pgjC191T-odCmTAG-grQ,4,El Diablito Taqueria
115 River Rd,07020,american,-73.9877714216709,06/10/2019 16:03:02,875,40.8036480663749,N/A,SNtbNK_YRe4mLzFkJggdlg,3.5,Pier 115 Bar and Grill
427 Amsterdam Ave,10024,japanese,-73.977391,06/10/2019 16:15:56,419,40.784043,N/A,PTYUAAJbEmvIv4EsyRrcnA,4,Momoya
1119 Newkirk Ave,11230,brunch,-73.9661046515558,06/10/2019 16:18:52,928,40.634356735221,N/A,x_YWFkTcxEu1lo8Nlrog5A,4,Milk & Honey Cafe
280 Central Ave,07307,indian,-74.05014,06/10/2019 16:05:31,16,40.74428,N/A,NdO1fbZL1DGi_WRyV1_sgQ,4,Spice Villa Restaurant
17 W 20th St,10011,japanese,-73.99223,06/10/2019 15:40:22,14,40.74032,N/A,56PeolgNURAG4x6q7nanmw,4,Odo
68 Clinton St,10002,thai,-73.98475,06/10/2019 16:02:34,1551,40.71926,N/A,nxTEuWKzkK1tCF4LrhFSUQ,4,Pig and Khao
150 E 50th St,10022,chinese,-73.9715347290039,06/10/2019 16:06:09,421,40.7558937072754,N/A,A-ert0jDRBfku9ogyW_mEg,4.5,Spice Symphony
211 1st Ave,10003,italian,-73.9834846,06/10/2019 16:19:53,1024,40.730616,N/A,eVk4F9ixl89zyUHJ1G2Aiw,4,Luzzos La Pizza Napoletana
928 Amsterdam Ave,10025,chinese,-73.96626,06/10/2019 16:13:08,116,40.80023,N/A,zyG1GIU3KnIZ3bOVGgJXlA,3.5,Uncle Luoyang
5-51 47th Ave,11101,thai,-73.953549,06/10/2019 15:38:13,478,40.745714,N/A,f_OiLWqldSmNy1MAvtWlPQ,4,Cyclo
376 W Broadway,10012,italian,-74.003003,06/10/2019 16:17:37,290,40.723567,N/A,o7ebhiCJTSsp43ynRDB1qA,3.5,Cipriani Downtown
88 Essex St,10002,thai,-73.9882738,06/10/2019 16:21:33,45,40.7180351,N/A,-5npn9NRmOun7VUVLZpjyw,4,Eat Gai
455 E 114th St,10029,seafood,-73.93427,06/10/2019 16:08:02,144,40.79392,N/A,zo4JHfD2nWPUiqgsgDOaHQ,4.5,Rao's
432 Union Ave,11211,pizza,-73.95136,06/10/2019 16:01:38,28,40.71338,N/A,CFR-HzVHKWRMpMAR3LAhzg,4.5,Montesacro Pinseria Brooklyn
164 Bedford Ave,11211,brunch,-73.9574279,06/10/2019 16:11:46,1926,40.718423,N/A,4KHjnRNvrkKHchEznhlnSA,4,Sweet Chick
473 Malcolm X Blvd,10037,chinese,-73.9418023908753,06/10/2019 15:03:02,16,40.8133599154897,N/A,EVQQ1Fs1YNlKd4HuxmzlJQ,3,88 Chinese Restaurant
349 5th Ave,11215,vietnamese,-73.983954,06/10/2019 16:21:34,65,40.672176,N/A,bOMofoDVsNxAdv8th8HPEA,3.5,Home
1574 2nd Ave,10028,japanese,-73.953491,06/10/2019 16:15:56,637,40.775028,N/A,W5RSIwNKBa7k0jeAs5KDYg,4,Mei Jin Ramen
155 S 4th St,11211,american,-73.96184,06/10/2019 16:01:33,104,40.71162,N/A,iJUoxnxbCtVDMek4keHJFQ,4.5,Pokito
365 S Broadway,10705,chinese,-73.8962378,06/10/2019 15:38:51,6,40.9208535,N/A,RlAm64BcT3zsdrcvwkVLYQ,5,New Golden Fountain
50 2nd Ave,10003,pizza,-73.989746,06/10/2019 16:11:28,97,40.725353,N/A,VrP6mI9Ihf2qt8dH6XwnYg,4,Proto's Pizza
1196 President St,11225,seafood,-73.9509999,06/10/2019 15:44:54,5,40.66799,N/A,LagdNws7RoP-xrcWF7JA4A,4.5,Mermaid Fish Market
565 Gorge Rd,07010,american,-73.98804,06/10/2019 15:00:14,166,40.82295,N/A,nIYDlplPts4l2G-bMlQbNg,4,Rustica Lounge Bar & Restaurant
476 Bergen Blvd,07650,korean,-73.9850712360145,06/10/2019 15:01:48,1,40.847066163285,N/A,E8358H_xh9dqfcdO34gnkg,4,BapEeRang
179 Bedford Ave,11211,pizza,-73.9574498958145,06/10/2019 15:37:41,344,40.7179537220535,N/A,d0ic0tnQjujPsjQNuC1awQ,4,Anna Maria Pizza
620 Manhattan Ave,11222,pizza,-73.95065,06/10/2019 16:18:29,324,40.7235518,N/A,ZQJar03Q1n0oWgGA3ip3nw,4,Screamer's Pizzeria
981 Manhattan Ave,11222,japanese,-73.95482,06/10/2019 16:11:18,81,40.73263,N/A,_FICyzFLQxR7N62I6qU94A,4.5,KanaHashi
22 W 32nd St,10001,korean,-73.986884,06/10/2019 14:44:51,1795,40.747514,N/A,FZpm4_fbd6P984foOUejWg,4,Jongro BBQ
681 Manhattan Ave,11222,thai,-73.951759,06/10/2019 16:16:50,65,40.724933,N/A,jOGL9SOeMH2F6HO5qxbDHw,3,Boon Thai
581 Hudson St,10014,seafood,-74.00616,06/10/2019 16:03:36,576,40.736412,N/A,enT7NJ7tLMvUMCWQcsUonw,4,Mémé Mediterranean
753 Washington St,10014,healthy,-74.00812,06/10/2019 16:18:36,303,40.73687,N/A,o5mMVFk4Hcpk2FuKfgTgdg,4,Malaparte
51 Grove St,10014,italian,-74.00369,06/10/2019 15:40:12,472,40.7331,N/A,jnHbdsqlTKlPcmJ8BCP9-g,4,Via Carota
302 Metropolitan Ave,11211,seafood,-73.9579174570699,06/10/2019 16:15:02,355,40.7144643419191,N/A,XTLV-dDxS27AmY7I9Er68Q,3.5,Extra Fancy
228 Thompson St,10012,chinese,-73.99882,06/10/2019 15:37:59,138,40.72929,N/A,X4hEgOBOLTYFhlWO-gAFxQ,4,Tipsy Shanghai
85 4th Ave,10003,vietnamese,-73.99007,06/10/2019 16:19:18,1600,40.73168,N/A,SyvC0s3y0ZrtnLbwnvw7tw,3.5,Tim Ho Wan
76 Madison Ave,10016,dessert,-73.98593,06/10/2019 16:10:32,49,40.74391,N/A,F_xfvWtka3ZHXxH94AFNrA,4.5,Seven Grams Caffe
428 Greenwich St,10013,japanese,-74.0098838048935,06/10/2019 16:09:00,426,40.7222930324682,N/A,oJZq1JmKalXXjqWRKfIjwA,4,Sushi Azabu
141 Lawrence St,11201,pizza,-73.98603,06/10/2019 16:20:43,281,40.69165,N/A,ACduxcM6wdaJPVHKy9GHbQ,4,Circa Brewing
3658 Broadway,10031,italian,-73.9473449424522,06/10/2019 16:19:58,285,40.8301996389829,N/A,wLzJbddDixAEZrF7VT6_hw,4,Bono Trattoria
90-92 Gansevoort St,10014,pizza,-74.0088130692187,06/10/2019 15:38:32,119,40.7392597584612,N/A,H8qcX7MNNnC1bqE0LnIhKg,4.5,SIMÒ PIZZA
307 W 47th St,10036,brunch,-73.98793,06/10/2019 15:43:20,1390,40.76071,N/A,SaYTVG7wHCMDBofHCgXPaA,4.5,Dutch Freds
226 Thompson St,10012,vietnamese,-73.99874,06/10/2019 16:17:02,659,40.72916,N/A,xscOfj1dMkEKvhrRruLpIg,4,Quantum Leap
5526 69th St,11378,pizza,-73.89564,06/10/2019 16:02:20,374,40.72697,N/A,02sUerL13Wt4Ii2-kDzlow,4,Rosa's Pizza
1065 6th Ave,10018,healthy,-73.985055,06/10/2019 16:04:33,45,40.7539141,N/A,KFk_iaaKOG9LYZT06YzGJw,3.5,Tender Greens
247 E 116th St,10029,mexican,-73.93816,06/10/2019 15:40:47,13,40.79733,N/A,YS21bp9Wp715X75r7eTzxw,4.5,Mi Querido Mexico Lindo
