Address,Zip Code,Cuisine,Longitude,insertedAtTimestamp,Number of Reviews,Latitude,Open,Business_ID,Rating,Name
52 W 52nd St,10019,mexican,-73.9784675091505,06/10/2019 16:06:13,80,40.7607084122727,N/A,AUm7If5Cbvy20AnmyxE-xA,4,Dos Toros Taqueria
186 Greyrock Pl,06901,seafood,-73.53647,06/10/2019 15:12:38,9,41.05599,N/A,Fr2FaohKQ75ehJU2E9tqHQ,5,Best In Gourmet
90 E 10th St,10003,japanese,-73.98968,06/10/2019 16:04:16,747,40.73088,N/A,kr_Wu5m0P-AEghraNqXeTA,4,Ikinari Steak East Village
368 Columbus Ave,10024,mexican,-73.9764829,06/10/2019 16:17:53,652,40.7808959,N/A,8WSRmH4rsSRJN1jN0qmT_A,3.5,Café Frida
199 S Regent St,10573,seafood,-73.67527,06/10/2019 15:12:38,7,40.99989,N/A,JZhf02_MfUqDoJUuqNC22g,4,Taco Temptation
13351 37th Ave,11354,chinese,-73.8319349907461,06/10/2019 16:03:50,90,40.7612449831908,N/A,rR5Y9mp2Yob3rgetJscPWQ,4.5,Dunhuang BBQ 敦煌烤肉
600 Flatbush Ave,11225,indian,-73.9608535766602,06/10/2019 16:12:23,248,40.6588935852051,N/A,maXkjUEZGWrKF7BFrrUUXQ,4,King of Tandoor
263 E 10th St,10009,healthy,-73.9832536018494,06/10/2019 15:38:34,30,40.7285173652335,N/A,MAjRj2AUmOLw4GSFN2H_2w,4.5,Vegan Love
3861 10th Ave,10034,mexican,-73.9189911,06/10/2019 16:06:21,15,40.864081,N/A,Y7CBhMYJtY9T5g-BBv5npA,3.5,Tulcingo Azteca Restaurante
99 Nassau St,10038,vietnamese,-74.0075637236421,06/10/2019 15:14:36,286,40.7105473460815,N/A,ECemz7ixbRYZkkDxThcQWg,3.5,Vietspot
1250 Broadway,10001,korean,-73.98802,06/10/2019 15:42:15,789,40.74757,N/A,wx5XkAsviabyZdQma64Fyw,3.5,Gaonnuri
111 Bedford Rd,10504,seafood,-73.709359,06/10/2019 15:12:38,26,41.12403,N/A,rh_mUkKAPLXOExRoC9tBOg,4.5,Made in Asia
381 3rd Ave,10016,chinese,-73.98087,06/10/2019 15:43:59,126,40.74148,N/A,EN9_LsFpY44Hkzcnu0jfIg,4,Dynasty Dim Sum
1279 1st Ave,10065,pizza,-73.9576601066113,06/10/2019 16:11:28,259,40.7658680230835,N/A,W8-g8yoLUuLq_US8NqnDhQ,3.5,Patsy's Pizzeria
59 Park Ave,07070,brunch,-74.10422,06/10/2019 16:09:26,274,40.8271299,N/A,dtdpRtwlBHVzpwpROZv_rw,4,Sonoma Bistro
4926 Broadway,10034,chinese,-73.9215025,06/10/2019 15:00:58,71,40.8674342,N/A,_6nI_J5Kzj12oHMfjR3A4A,3,U Like Chinese Take Out
4722 48th Ave,11377,mexican,-73.917675,06/10/2019 16:10:55,177,40.740273,N/A,kawmpvfSzhDAy9pk8n3MxQ,4,The Haab
129 E 27th St,10016,indian,-73.98331,06/10/2019 14:45:24,720,40.74233,N/A,HEs6llkn3wIP1ATXeIZQew,4,Pippali
600 9th Ave,10036,korean,-73.991915,06/10/2019 15:43:26,519,40.7588993,N/A,SdESb_kSAV6b0WD813J4WQ,4.5,Red Poke
152 W 10th St,10014,dessert,-74.0012722836729,06/10/2019 16:12:44,465,40.7344208102318,N/A,zda6zyX1g8vvzNiHDutzNg,4.5,Van Leeuwen Ice Cream
451 Stillwater Rd,06902,pizza,-73.5596705,06/10/2019 15:12:17,24,41.0578338,N/A,ZZd-tiCxWLojp_pT3IsuSg,3.5,Zody's 19th Hole
133-42 37th Ave,11354,japanese,-73.83339,06/10/2019 16:02:19,36,40.76051,N/A,-86K6KX3HlUwkWTWRO3VAQ,4.5,KYURAMEN
900 Broadway,10003,healthy,-73.9897,06/10/2019 16:20:53,170,40.73889,N/A,MX0Ohq0P73NfMLdkSM7nog,3.5,Tender Greens
75-19 Broadway,11373,thai,-73.890055,06/10/2019 15:41:09,118,40.746098,N/A,4M-nT45SdA119-lcJg9c9A,4,Sabay Thai Restaurant
318 Bedford Ave,11249,american,-73.9620603318615,06/10/2019 16:15:49,4,40.7135470024704,N/A,wm566Ln27FHRo8T6bU98pQ,4,Burgerim
305 Church St,10013,american,-74.0041143883606,06/10/2019 16:11:12,156,40.7194897,N/A,qcMpRNrnS6gggYv28dgm_A,4,Belle Reve
109 W 225th St,10463,chinese,-73.910505,06/10/2019 16:03:50,10,40.874602,N/A,30xGtjMKPPDD3C7BcKozdQ,3.5,China Wang
9 Maiden Ln,10038,dessert,-74.0093799,06/10/2019 16:19:44,394,40.70961,N/A,xTnivXEdEtXrnhp-z4JGvg,4.5,La Parisienne
582 Nostrand Ave,11216,healthy,-73.9498381,06/10/2019 16:18:35,28,40.6788769,N/A,cIYsxVEKD9R2X8PD_iivnw,4,Chun Vegetarian
327 Grand Central Terminal,10017,seafood,-73.9772294,06/10/2019 16:17:21,55,40.7527262,N/A,trifvL2lMaAob4wwuF_cpw,4,Pescatore Seafood
2313 Broadway,10024,brunch,-73.9780229034143,06/10/2019 16:16:31,845,40.7870043970907,N/A,XsElXaLxUPKquI78poB8yw,4,Maison Pickle
143 Parkway Rd,10708,seafood,-73.8359332,06/10/2019 16:05:33,196,40.9411507,N/A,uJR4Xd8xa3BIE_Gjr6bZ3Q,4,Park 143 Bistro & Fish
55 3rd Ave,10003,brunch,-73.9886217,06/10/2019 16:18:49,1909,40.7310675,N/A,k5NAz3-goMXKoUqPfOZ1Hw,3.5,The Smith
849 Lexington Ave,10065,vietnamese,-73.9655730995432,06/10/2019 15:39:08,137,40.7655177451256,N/A,U2rFQLQ9zO9TMSkM5eNMcg,3.5,Hale and Hearty Soups
145 Atlantic Ave,11201,pizza,-73.9952269,06/10/2019 16:20:43,175,40.690706,N/A,1DT6XYMzcekpFQ41Hj44vA,4,Luzzo's BK
64 Charles St,10014,seafood,-74.0032416,06/10/2019 16:02:44,594,40.7348192,N/A,DlDIBBcongaBW2FyNRqeiw,4,Mary's Fish Camp
163 Allen St,10002,healthy,-73.98978,06/10/2019 16:18:43,113,40.72121,N/A,2C1hZNqiWWfQJAIvS9rvDQ,4,Ms Yoo
642 Washington St,07030,chinese,-74.0289899,06/10/2019 16:17:43,47,40.7446399,N/A,aPI3_mdisxIOo9EwBEJPZQ,3.5,Number 1 Chinese Kitchen
2801 John F Kennedy Blvd,07306,seafood,-74.06816,06/10/2019 15:42:35,143,40.73174,N/A,rXd3H1LiMXAvBsqCENMxCg,4.5,Morgan Fish Market & Restaurant
1095 St Nicholas Ave,10032,thai,-73.940054,06/10/2019 15:08:56,164,40.838382,N/A,v3qL3KqFJYuS_3rCsgpuXQ,3.5,Rain II
213 Grand St,10013,vietnamese,-73.996099,06/10/2019 16:05:21,188,40.718835,N/A,iDomhoK9UrieIBYsHZXIog,3,Paris Sandwich
187 Lenox Ave,10026,american,-73.94835,06/10/2019 16:11:05,61,40.80432,N/A,K_0tNvQd7gyabfJrodf-tw,4.5,Archer & Goat
545 Flatbush Ave,11225,thai,-73.960415,06/10/2019 16:09:50,33,40.660748,N/A,XNkC1vJmLOI8NRR3Jl_vyQ,4.5,Amy Thai Bistro
1040 River Rd,07020,seafood,-73.97228,06/10/2019 16:19:40,411,40.83025,N/A,rGv1_nDjaAC1HJXHSDFNrA,4,Jack's Lobster Shack
653 Melrose Ave,10455,mexican,-73.9168277,06/10/2019 16:02:58,85,40.8185645,N/A,W_0AX5JL3QZnX1oQNxQGtw,4.5,Xochimilco Family Restaurant
321 Malcolm X Blvd,10027,brunch,-73.9450228,06/10/2019 16:07:07,1005,40.8085637,N/A,Z8pm4rLTBki7OLgtbcTXEg,3.5,Corner Social
102 Norfolk St,10002,brunch,-73.98691,06/10/2019 15:39:56,710,40.71873,N/A,6Ct7OeTRn4caY9g0swFBsw,4.5,La Contenta
252-254 Degraw Ave,07666,japanese,-74.021293,06/10/2019 16:13:39,165,40.875175,N/A,_A9wLSvvbGNt_IcBaO9nCA,4,Yakitori 39
576 Southern Blvd,10455,mexican,-73.9024218544364,06/10/2019 15:38:53,24,40.8123321379273,N/A,pbRgb9o3hegZxWeu6wAtHw,4,El Porton
151 W 34th St,10001,healthy,-73.9893146976829,06/10/2019 16:09:18,40,40.7510722464036,N/A,z27cX2E1wdu0XMiNDtkBCw,3.5,Juice Press
2096 5th Ave,10035,healthy,-73.94069,06/10/2019 15:39:01,2,40.80889,N/A,LAPld9-TWu4M1fzMpuz30A,4.5,Grab & Go Food
1028 Amsterdam Ave,10025,japanese,-73.96374,06/10/2019 16:13:39,53,40.80346,N/A,pnGOd5wwinXc83sIYI1Xuw,4,Hula Poke
700 Plaza Dr,07094,vietnamese,-74.04539,06/10/2019 16:03:29,33,40.78538,N/A,6k-EK419_wagYvXgEFTZNA,4,Big Bowls Little Plates
125 E 39th St,10016,healthy,-73.9777215,06/10/2019 16:16:18,223,40.7498614,N/A,rn6SmSqAYx2kLFIAxytMMQ,4,Kajitsu
1747 Amsterdam Ave,10031,pizza,-73.9466905,06/10/2019 15:40:53,58,40.8262239,N/A,OaI0egMsvwAhcJT6FDcfAQ,4,P&M Classic Pizza & Restaurant
362 2nd Ave,10010,brunch,-73.98152,06/10/2019 14:59:42,103,40.73674,N/A,yCfjoS6XfnP8hd9zWjME7Q,4,Citizens Of Gramercy
7013 Park Ave,07093,chinese,-74.00313,06/10/2019 15:00:08,18,40.79311,N/A,s_N9uqqUqjgL7O-bHKZ80w,4,China Express
804 Grand St,11211,italian,-73.94116,06/10/2019 16:01:22,22,40.71179,N/A,IZBcd_82bcXEB25ZEyxg7w,5,Piccoli Togo - Williamsburg
282 Hudson St,10013,american,-74.0074,06/10/2019 16:01:33,82,40.72528,N/A,8MwqN3ZZCzYVKwzYgcCZdg,4.5,Local & Vine
12 E 32nd St,10016,healthy,-73.984662,06/10/2019 16:18:43,1123,40.746737,N/A,xWUL-j6TQyKQHIfOtetu-Q,4,Hangawi
2348 Arthur Ave,10458,dessert,-73.8884099,06/10/2019 16:22:10,233,40.85438,N/A,b9RW2YCriwuiC5x2Bs-E_Q,4.5,Madonia Brothers Bakery
506 Franklin Ave,11238,seafood,-73.955893,06/10/2019 16:15:02,86,40.681458,N/A,zXCGF0XtqjOv1s4DUHOtqg,4.5,Hart's Restaurant
28 Railroad Ave,06830,italian,-73.6268857,06/10/2019 15:11:55,56,41.0214526,N/A,SZUbrZPnJhYyTouMsqxtTA,3,Planet Pizza - Greenwich
314 Commercial Ave,07650,korean,-74.002033,06/10/2019 16:05:00,22,40.8516399,N/A,bjMAHfXKSfET1UquAylUAA,4,Golmok Restaurant
71 2nd Ave,10003,pizza,-73.9895782,06/10/2019 16:16:09,37,40.7264595,N/A,PW2JhM2Q1QsH3AEKsyMwsQ,4,99 Cents Fresh Pizza
495 Grand St,11211,japanese,-73.9514236450195,06/10/2019 16:01:36,140,40.7111358642578,N/A,0nYfyel0UwlI1qXHOjTw0w,4.5,Musashi Asian Cuisine
4241 Broadway,10033,brunch,-73.9363799999983,06/10/2019 15:01:33,111,40.8495175143563,N/A,7gqMugUq_VAUlPygIT-EVg,3.5,Bar180
62 W 56th St,10019,healthy,-73.97717,06/10/2019 16:18:43,637,40.76331,N/A,TcuWyuZAORVnQBPCMNbTgw,4.5,Beyond Sushi
150 W 36th street,10018,japanese,-73.98892,06/10/2019 16:13:35,1360,40.75185,N/A,mESab-FqL5QqSVsnX72asQ,4.5,Zen Ramen & Sushi
7007 Park Ave,07093,thai,-74.0031012,06/10/2019 16:16:43,241,40.7929206,N/A,lI91u68v2xTdE70lyioKAg,3.5,Lotus Thai Cuisine
352 W 39th St,10018,italian,-73.9937,06/10/2019 15:40:44,837,40.75619,N/A,Ve6GVzzJpR5QIIPdcn6ViQ,4,Mercato
3 Nathaniel Pl,07631,healthy,-73.9760132239242,06/10/2019 16:04:37,1,40.8948236402365,N/A,9T2_vZ30K35UNIaSqd1zdQ,5,Salud Cafe
708 3rd Ave,10017,indian,-73.97353,06/10/2019 16:21:45,89,40.75233,N/A,9x95RpLEIDRWG2Y9w4qz4Q,4,INDAY
225-227 Front St,10038,healthy,-74.0020404,06/10/2019 16:13:59,278,40.7074747,N/A,b42PcC1nCP602fiXF0a9Xg,4,Barbalu Restaurant
456 9th Ave,10018,italian,-73.995498,06/10/2019 16:19:54,662,40.754296,N/A,9iC39Z1YjZKbrrCANgzBXg,4,Sergimmo Salumeria
3821 Broadway,10032,brunch,-73.9441479742527,06/10/2019 15:01:40,60,40.8355357692981,N/A,0bCzAx6i4GJsVVfRRNm0Ng,3.5,Hilltop Park Alehouse
1596 Amsterdam Ave,10031,pizza,-73.95066,06/10/2019 16:16:04,91,40.82139,N/A,cqDVdoLA_36vpz2qxWdBqA,4.5,Uncle Tony's Pizza
281 E 149th St,10451,mexican,-73.9221,06/10/2019 15:07:48,40,40.81739,N/A,0cgtOfYGHv3stIZb7C9wHQ,4,La Perla Mexicana
301 W 151st St,10039,seafood,-73.93937,06/10/2019 15:09:24,8,40.82682,N/A,F-aJdrguXLFODkjWRToj8g,4,City Island In The City
182 S 2nd St,11211,vietnamese,-73.96045,06/10/2019 14:45:14,102,40.71258,N/A,gl9UKHI6G-JhIBjjLFOhYA,4.5,High Lúa Vietnamese Kitchen
229 E 53rd St,10022,indian,-73.9678144454956,06/10/2019 16:14:44,319,40.7572680281001,N/A,KbCLZOKvPdNY7ptAg0kGxw,3.5,The Kati Roll Company
3594 Jerome Ave,10452,indian,-73.8794078,06/10/2019 16:14:44,28,40.885147,N/A,SExVenfR3ScUzIJHdUpxuw,4.5,Aman
818 Franklin Ave,11225,dessert,-73.9583220803651,06/10/2019 16:15:04,487,40.669893909327,N/A,B5DVYcAYXqesHAMXurtKDQ,4,Butter & Scotch
70-15A Austin St,11375,thai,-73.8464027,06/10/2019 16:05:12,225,40.7207703,N/A,SKsiJGR-Xf1yD2RJ6P1A_A,3.5,Mint's Thai Kitchen
276 Grand St,10002,seafood,-73.992676,06/10/2019 16:21:55,11,40.718021,N/A,LGQH4OVw6ScRSq8tYH8dng,4,"Aqua Best, Inc"
88 Madison Ave,10016,italian,-73.9856,06/10/2019 15:05:12,1855,40.744509,N/A,raqwXUBlnc0e8c7CYmxEJQ,4,Scarpetta
2709 21st St,11102,indian,-73.9259744,06/10/2019 16:02:40,79,40.7718974,N/A,ArRjkFlv7aIUfxNLvI1bwA,3.5,Roti Boti
91 S 6th St,11249,healthy,-73.96489,06/10/2019 16:09:18,79,40.71102,N/A,nUTf2hcDBv4xnbLaIkhV5g,4,Loosie Rouge
656 6th Ave,10010,pizza,-73.9938935,06/10/2019 15:38:33,733,40.7412157,N/A,OUJkCwzbtw16_KZAzYgE5w,3.5,Grimaldi's
159 E 55th St,10022,japanese,-73.96879,06/10/2019 16:11:17,350,40.75929,N/A,icpLRhJ1jpBX1zBGkt7Xqg,4.5,Teppen Ramen
126A Dyckman St,10040,dessert,-73.925583,06/10/2019 15:39:15,27,40.862285,N/A,JCy7JjdQLdD6g6M4W8--_g,3.5,Kenny Bakery
75 Baxter St,10013,thai,-73.9999063,06/10/2019 16:14:24,270,40.7162609,N/A,kpR9je2H9MjKz6zpesyV6g,4,Thailicious
37-03 Broadway,11103,japanese,-73.9202394,06/10/2019 16:02:18,211,40.7597841,N/A,6gcGQJ20q0J-ODZ6srB3Ow,4,Bai Sushi
210 Main St,07024,thai,-73.9706878662109,06/10/2019 16:03:28,123,40.8510322570801,N/A,kA_Cw1YEGskuPuRYzLmgdQ,3,Aura Thai Kitchen
1183 Summit Ave,07307,dessert,-74.04607,06/10/2019 16:12:43,222,40.75567,N/A,yVAD1dPNat6mSsNWOskibA,4.5,Bang Cookies
5660 Mosholu Ave,10471,pizza,-73.901298,06/10/2019 16:04:23,84,40.905006,N/A,qEMt-BbwuiSdVoJHgDrbUw,4,Dino's Pizza
151 Greenpoint Ave,11222,chinese,-73.9537321,06/10/2019 16:20:03,124,40.7303597,N/A,XoxEVVf5Ci8nibQ-Q4P0nQ,3,Chinese Musician Restaurant
306 E 46th St,10017,seafood,-73.96977,06/10/2019 16:12:41,303,40.75202,N/A,diz6_4TVSP6EdWEZCZ0Acg,4.5,Kaoru
626 Vanderbilt Ave,11238,japanese,-73.96913,06/10/2019 16:13:35,50,40.67749,N/A,0j4yPmK9rOS52-mgKoq0Eg,4,Maison Yaki
500 W 207th St,10034,seafood,-73.9193338,06/10/2019 15:09:27,50,40.8644535,N/A,U1I4gHO_bVhRv1D--JhklQ,4,El Tina Fish Market
1003 Columbus Ave,10025,chinese,-73.96113,06/10/2019 16:13:08,39,40.80133,N/A,5dzFMuClH9CDvfaUuIKWeg,3,Hunan Chen's Kitchen
348 Wythe Ave,11249,american,-73.965322,06/10/2019 15:39:48,678,40.714145,N/A,9AXTJkwXdWaJaQkCjpj6mA,4,Sunday in Brooklyn
18 Palmer Ave,10708,healthy,-73.8376173,06/10/2019 16:04:37,23,40.9412911,N/A,i748iI_jgr5pZtqxxGmIhw,3.5,Ladle of Love
1439 2nd Ave,10021,japanese,-73.95727,06/10/2019 16:06:33,776,40.77078,N/A,O1fUmxt3kbV-rnyjBtzAfw,4.5,THEP Thai Restaurant
2 Rivington St,10002,dessert,-73.9931092527003,06/10/2019 16:10:23,1461,40.7215872315503,N/A,1lNt64-Qu4tTwr3JdF-7Iw,4,Morgenstern's Finest Ice Cream
391 2nd Ave,10010,thai,-73.981304,06/10/2019 16:21:23,203,40.7377,N/A,JFFVmuwj8pnSLePgy3f2Iw,4.5,Mi Noodle Bar
413 E 12th St,10009,seafood,-73.98274,06/10/2019 16:22:02,80,40.72979,N/A,p_YuOfkcjZP9g0omryT31Q,4.5,Zadie's Oyster Room
32 Broadway,10006,dessert,-74.01302,06/10/2019 16:19:44,41,40.70592,N/A,pmpGjbZ1fy909wtQE6znYg,4,GFG Bakery
160 8th Ave,10011,mexican,-74.00046,06/10/2019 15:07:48,351,40.74202,N/A,uLWp1QR_W2WJImMnB706hg,4,Mexicue
343 W 14th St,10014,korean,-74.00436,06/10/2019 16:21:14,305,40.7406999,N/A,pCfGgX0WxGASGM4-Yhr2Pw,4.5,Hao Noodle Chelsea
928 2nd Ave,10022,healthy,-73.968502,06/10/2019 16:04:41,399,40.754336,N/A,wzbta6vcz3YNLZDhgrzy1w,3.5,Sip Sak
4004A Boston Rd,10475,chinese,-73.8315,06/10/2019 16:06:09,22,40.88447,N/A,_iLjlrftSGKvFyG6PXQyAg,4.5,Best Chinese Restaurant
188 Ludlow St,10002,dessert,-73.9870632693115,06/10/2019 16:17:31,1291,40.7222353582629,N/A,HjZvV6WAdsusCRlY0iSxYg,4,il laboratorio del gelato
344 Old Bergen Blvd,07022,italian,-73.999323,06/10/2019 16:02:52,125,40.820927,N/A,sflgA80BOEWVPx7OWA1KNQ,4,Patsys Bistro
75 E 4th St,10003,japanese,-73.99027,06/10/2019 15:43:06,301,40.72666,N/A,MGRo61aHFUeRlWhSbTv2NA,4.5,Sushi By M
162 W 4th St,10014,korean,-74.001344,06/10/2019 16:01:48,106,40.731826,N/A,rFhI8Gedy7XQksVD-ixOHw,4,Oppa
229 5th Ave,11215,vietnamese,-73.980812,06/10/2019 15:42:24,233,40.675468,N/A,UDM8lMwPKTN4BqdtJvT0lg,4,Lotus Vietnamese Sandwiches
403 Amsterdam Ave,10024,pizza,-73.978,06/10/2019 15:00:21,93,40.78329,N/A,srlZYFWcOjB_8cYY9yyr_A,3.5,Saba's Pizza
44 Westchester Sq,10461,pizza,-73.8431588,06/10/2019 16:04:23,34,40.841423,N/A,qaI433B2Vh2woRj_DE5xZw,4,Cestra's Pizza
480 Westchester Ave,10573,seafood,-73.6774673461914,06/10/2019 15:12:37,55,41.0044898986816,N/A,AJ1zmM29add5rGT6DiVinQ,4.5,Incazteca
79 Hudson St,07030,vietnamese,-74.0300041437149,06/10/2019 16:21:34,203,40.7362061117704,N/A,-n5zd4kpmJdqKzvar-5v8g,4,Gogi Grill - Hoboken
65 Bayard St,10013,dessert,-73.99818,06/10/2019 16:22:04,2680,40.715452,N/A,o6q3jm-dU5A6nV3r2lBg9A,4,Chinatown Ice Cream Factory
217 W 85th St,10024,seafood,-73.9765199,06/10/2019 16:12:42,70,40.78754,N/A,4KzqwQus39gXgrwrDXAjWA,4,Eléa
119 W 56th St,10019,brunch,-73.9783795227192,06/10/2019 16:03:19,1686,40.7641277134065,N/A,tD1pDzU-x8gGodC4nGnY9g,3.5,NORMA'S
690 Lexington Ave,10022,pizza,-73.9694809,06/10/2019 14:46:42,711,40.7608512,N/A,oRdM7n-AfBPBGAlH4Q0Sag,4.5,My Pie Pizzeria Romana
248 Broad Ave,07650,dessert,-73.9981718,06/10/2019 15:39:14,67,40.8470986,N/A,HsF_dwNpWxfSJOBI8V9xdw,4,Cafe Sheeroo
501 W 184th St,10033,chinese,-73.92987,06/10/2019 16:03:45,46,40.85012,N/A,MgdD2DikZWsSkBNu4Lzh6A,3,Chop Chop
610 9th Ave,10036,vietnamese,-73.99175,06/10/2019 16:05:13,296,40.75935,N/A,53lgp8fFEuK3Yo7yeXc89A,3.5,Tim Ho Wan Hell's Kitchen
664 Washington Ave,11238,indian,-73.96419,06/10/2019 15:43:40,152,40.67825,N/A,Na55QhymZh3cje8Ac2vCvg,4,Nimbooda
355 E 78th St,10075,thai,-73.9535799622536,06/10/2019 16:21:25,72,40.7719298818515,N/A,58jCXglRFRn6qwZ_IxYb6A,4.5,Maison Bangkok
19 W 49th St,10020,seafood,-73.9785391916665,06/10/2019 16:12:37,355,40.7585418305194,N/A,0U8gOnAAVEDzVtXy8x2mbg,4,The Sea Grill
122 Mulberry St,10013,chinese,-73.99795,06/10/2019 16:10:43,227,40.71781,N/A,tA_AoGEL_oGllbU2j77Shw,4.5,Tiny Shanghai
40 Gold St,10038,mexican,-74.00583,06/10/2019 14:58:41,47,40.70875,N/A,Xak3sB5LkJgjgYYf6_hQLA,4,Casa Taqueria
135 Bowery,10002,chinese,-73.99435,06/10/2019 16:13:03,201,40.71866,N/A,JjzCmRn3q8JrlwHx8nFhAA,4,Tang Hotpot
1906 Ave U,11229,vietnamese,-73.952308,06/10/2019 16:19:17,287,40.599018,N/A,-d8E36_poxJgHT415CC6rA,3.5,Pho Hoai Restaurant
401 6th Ave,10014,chinese,-73.9998929006093,06/10/2019 15:07:36,665,40.7334863190479,N/A,scTDvJ2M2jDbb1ntVeIyxA,4,Hao Noodle and Tea By Madam Zhu's Kitchen
35 Ridgefield Ave,07660,mexican,-74.02645,06/10/2019 16:02:59,48,40.84836,N/A,EYzO2CoT5SppebYMxNxzyg,3.5,Vista Hermosa Mexican Grill
106 Hutton St,07307,japanese,-74.0505063,06/10/2019 16:03:06,113,40.7449502,N/A,ftWoJ47SUF50RTGxH42AHw,4.5,Ozu Foods
354 E 66th St,10065,japanese,-73.9592,06/10/2019 16:20:30,90,40.76397,N/A,YoR6ouUwehLFnBQ7RAjPlw,4.5,Zawa Japanese
134 Bowery,10013,dessert,-73.99479,06/10/2019 16:22:06,18,40.71898,N/A,Rlou96aGL2Ij5wOntg2NuA,4.5,Prince Tea House
290 8th Ave,10001,pizza,-73.9974,06/10/2019 15:13:44,108,40.74623,N/A,DLsqhCGZmEo48zsgduCbpQ,4,Lombardi's pizza
591 Anderson Ave,07010,seafood,-73.98873,06/10/2019 16:17:21,97,40.82458,N/A,j_5IDQ4UyxAZsyGATGLHoA,4,Rudy's Italian Seafood Restaurant
143 East 49 St,10017,italian,-73.9717184007168,06/10/2019 16:03:42,220,40.7556957079225,N/A,TzVVPWK_4dhdSEpNqZwIhQ,4,Toscana 49
520 Henry St,11231,mexican,-73.9997959,06/10/2019 16:15:39,246,40.6833674,N/A,zupIzmhdcH0U6vJQQxDBiQ,4,Bar Bruno
70 Forsyth St,10002,vietnamese,-73.99324,06/10/2019 15:14:36,133,40.71701,N/A,hg9XXLb2AeJHJ7eX-6JnMg,4,Bep Ga
568 Main St,10044,chinese,-73.9496401531691,06/10/2019 16:02:09,33,40.7624694648581,N/A,0cQcKV7eCOhw7OnflOzr9w,4.5,Liukoushui Hot Pot Noodle
2 E 33rd St,10016,pizza,-73.9849202334881,06/10/2019 16:11:29,367,40.74766471982,N/A,WaMNST6iZDXhiE2ks5FIgA,3.5,Little Italy Pizza
1516 Amsterdam Ave,10031,chinese,-73.9525201544166,06/10/2019 16:02:08,1,40.8188500278556,N/A,7vFjXvrKINtU3OV4TPqsJQ,5,Teng Dragon
928 Broadway,10010,pizza,-73.9893018,06/10/2019 16:11:29,426,40.7400486,N/A,19zArMBG2qW2k16Y0i2aBA,3.5,Obicà Mozzarella Bar Pizza e Cucina
129 Gates Ave,11238,italian,-73.962943,06/10/2019 16:20:02,299,40.685007,N/A,53ZNJNrT91VgvrI0LFjLNQ,4,Locanda Vini e Olii
401 S Van Brunt St,07631,american,-73.984613,06/10/2019 16:06:29,6,40.8838477,N/A,KoVdZLRk1ySi18fAoG659Q,4,Blue City Grille
307 Court St,11231,italian,-73.99517,06/10/2019 16:08:20,117,40.68356,N/A,cRUuiiEW7F0uqtgSG-sKCg,4,Mama Maria's Restaurant
261 Nostrand Ave,11216,korean,-73.951142,06/10/2019 16:11:59,102,40.68978,N/A,0zcgBHXbaJn0ZxgpcTJ1aQ,4.5,Nostrand Cafe
185 Grand St,11211,indian,-73.96078,06/10/2019 15:41:20,302,40.71441,N/A,WWpOWqOgS9ClYvxYVzR0lg,4,Tikka Indian Grill
70 W 36th St,10018,american,-73.98628,06/10/2019 16:08:52,368,40.75059,N/A,qCf1QN11Qdncpqb7PhuyVw,4.5,The Rag Trader & Bo Peep Cocktail and Highball Store
52 Greenwich Ave,10011,italian,-74.00036,06/10/2019 16:01:21,288,40.7358,N/A,_KIjhnsaui-wF9OePRZ5NA,4,Gottino
7523 Bergenline Ave,07047,pizza,-74.00864,06/10/2019 16:04:23,44,40.79953,N/A,ZRz-bMg6VfVT25p-b1bs9A,4,Gandolfo Pizzeria & Restaurant
41 E Elm St,06830,italian,-73.6241186,06/10/2019 14:36:03,60,41.0271856,N/A,FKPTUlYerv6-kJDhFAr0sQ,3,Doppio
112 Graham Ave,11206,korean,-73.942587,06/10/2019 16:14:18,38,40.705106,N/A,e_hmhxJbpSPAGEfim86PVQ,4,Gentle Perch
197 Grand St,10013,italian,-73.9969329833984,06/10/2019 16:15:13,284,40.7189865112305,N/A,SpyQHasbnU5YkOR6PI4sNQ,4,Margherita NYC
22 E 125th St,10035,dessert,-73.94127,06/10/2019 16:05:48,236,40.80582,N/A,nl2cdtMUBCMTwTUy6IJ6HQ,4.5,Serengeti Teas & Spices
756 W 181st St,10033,dessert,-73.9377747,06/10/2019 15:02:35,36,40.8506203,N/A,rdIyz5KXryJ5BiDfM3suhw,3.5,YoSweets
41 Carmine St,10014,healthy,-74.00368,06/10/2019 15:44:24,386,40.7302,N/A,RABCwRzA1YCSpIWuk9LgqA,4,Urban Vegan Kitchen
318 Livingston St,11217,chinese,-73.9819963,06/10/2019 16:17:51,118,40.6880326,N/A,rPTX2J5KGDkN1QhPD-QOvg,4.5,Xifu Food
193 Bleecker St,10012,indian,-74.00134,06/10/2019 16:19:30,405,40.7293499,N/A,VSPkVw9gSQx-5v4A6aC_YA,4.5,Manousheh
307 E 77th St,10075,chinese,-73.955451,06/10/2019 16:13:03,21,40.771918,N/A,VG0XPr9jSrgd8p5WPD1HaQ,3.5,Ollies To Go
3050 14th St,11102,pizza,-73.93111368235,06/10/2019 16:02:21,22,40.7695780350491,N/A,JLiEQTHp0hTE0TVnZNSDIg,4,Brother's Pizzeria
