Name,Address,Postcode,Type,Latitude,Longitude,Category
Archie's Bar & Pizza,128 Central Ave,11221,pizza,40.699705,-73.928512,restaurant
Seawalk Restaurant,261 Dyckman St,10034,seafood,40.86667,-73.92837,restaurant
Golden City Chinese Restaurant,2545 Amsterdam Ave,10033,chinese,40.8513247,-73.9283376,restaurant
Bund On Broadway,25-08 Broadway,11106,chinese,40.76315789,-73.9282292,restaurant
Los Portales,2508 Broadway,11105,mexican,40.76317682,-73.92822602,restaurant
Ikraveit Foods,34-02 30th St,11106,vietnamese,40.75992912,-73.92821699,restaurant
Panda House,82 Nagle Ave,10040,chinese,40.86055,-73.92815,restaurant
Bunna Cafe,1084 Flushing Ave,11237,healthy,40.705042,-73.928078,restaurant
San Jose Tulcingo Deli & Restaurant,109 E 153rd St,10451,mexican,40.82416748,-73.92798008,restaurant
Tryon Public House,4740 Broadway,10040,american,40.86498214,-73.92784312,restaurant
Koko Seafood Salad & Grill,92 Nagle Ave,10040,seafood,40.86064,-73.92782,restaurant
Vesta,21-02 30th Ave,11102,italian,40.76961,-73.92776,restaurant
Freshly Made,2535 Third Ave,10451,healthy,40.811033,-73.927753,restaurant
Mama Sushi,237 Dyckman St,10034,japanese,40.8661259,-73.9277212,restaurant
Ceetay,129 Alexander Ave,10454,thai,40.807149,-73.927612,restaurant
Drunken Chicken,25-30 Broadway,11106,korean,40.76271,-73.92757,restaurant
Fatima's Halal Kitchen,25-25 Broadway,11106,indian,40.76311861,-73.9275405,restaurant
Beatstro,135 Alexander Ave,10454,american,40.80737,-73.92752,restaurant
Papasito Mexican Grill & Agave Bar,223 Dyckman St,10034,mexican,40.8658205,-73.9273649,restaurant
Brothers Seafood,632 Walton Ave,10451,seafood,40.82128906,-73.92731476,restaurant
Trattoria Ora,18-01 Astoria Blvd,11102,italian,40.7724,-73.92729,restaurant
China Sea,200 Dyckman St,10040,chinese,40.86477,-73.92718,restaurant
Astoria Craft,1801 26th Rd,11102,american,40.77332,-73.92715,restaurant
Giovanni,579 Grand Concourse,10451,pizza,40.81942,-73.92714,restaurant
Angies Cafe & Pizza,2559 3rd Ave,10451,pizza,40.81153,-73.92707,restaurant
Monte's Brick Oven,136 Alexander Ave,10454,italian,40.8072349,-73.9269925,restaurant
Napoli Pizza & Pasta,33-02 35th Ave,11106,pizza,40.75718,-73.92686,restaurant
Carmentas Italian Specialties,50 Starr St,11221,italian,40.70114,-73.92677,restaurant
KICHIN,1264 Myrtle Ave,11221,korean,40.697783,-73.92674,restaurant
Leslie's Kitchen,109 Wilson Ave,11237,american,40.70136,-73.92663,restaurant
Tamashii Ramen,2905 Broadway,11106,japanese,40.7628026,-73.926578,restaurant
Kondo,2913 Broadway,11106,japanese,40.76265453,-73.92650841,restaurant
Great Wall Chinese Restaurant,594 Grand Concourse,10451,chinese,40.81961823,-73.92638397,restaurant
Justin's Pizza,840 River Ave,10451,pizza,40.8269227,-73.9263369,restaurant
Aliada,2919 Broadway,11106,seafood,40.7626,-73.92616,restaurant
Mi Espiguita Taqueria,32-44 31st St,11106,mexican,40.76120336,-73.92614365,restaurant
CRUST NYC,39-09 47th Ave,11104,pizza,40.7422,-73.92607,restaurant
Yummy 88,130 Wilson Ave,11237,chinese,40.70075,-73.92605,restaurant
Maizal Restaurant & Tequila Bar,3207 34th Ave,11106,mexican,40.759331,-73.926035,restaurant
Roti Boti,2709 21st St,11102,indian,40.7718974,-73.9259744,restaurant
Pizza Nova,150 Dyckman St,10040,pizza,40.862838,-73.925933,restaurant
Mominette,221 Knickerbocker Ave,11237,seafood,40.7032458,-73.9258954,restaurant
China Garden,39-20 47th Ave,11104,chinese,40.74166,-73.92577,restaurant
Pizza Palace,121 Dyckman St,10034,pizza,40.86298187,-73.92563939,restaurant
El Kucho Mexican Restaurant,141 Wilson Ave,11237,mexican,40.70073,-73.92551,restaurant
Chinito Latino,122 Dyckman St,10040,chinese,40.86217,-73.92551,restaurant
Beans and Vines,4799 Broadway,10034,american,40.86651,-73.92549,restaurant
General Deb's,24 Irving Ave,11237,chinese,40.7051,-73.9252999,restaurant
809 Sangria Bar & Grill,112 Dyckman St,10040,seafood,40.86196,-73.9252,restaurant
Punda Tibetan Restaurant,3935 47th Ave,11104,indian,40.74209,-73.92516,restaurant
Meiya Kitchen,858 Gerard Ave,10451,chinese,40.82712,-73.92503,restaurant
Vegan Food and Drink Festival,Randall's Island Park,10035,healthy,40.79607259,-73.92501383,restaurant
Cachapas y mas,107B Dyckman St,10040,vietnamese,40.86199,-73.92478,restaurant
Chung Ching Restaurant,262 Alexander Ave,10454,chinese,40.81019,-73.92476,restaurant
St James Deli,34-02 34th Ave,11106,mexican,40.75843584,-73.92472595,restaurant
Las Catrinas Mexican Bar & Eatery,32-02 Broadway,11106,mexican,40.76142147,-73.92466495,restaurant
Lotus Express,4840 Broadway,10034,chinese,40.86627,-73.9246,restaurant
No5nyc,35-43 37th St,11101,healthy,40.75447,-73.92456,restaurant
Tacuba,35-01 36th St,11106,mexican,40.75585,-73.92447,restaurant
FunCity Seafood,5602 Church Ave,11203,seafood,40.65229,-73.924438,restaurant
BK JANI,276 Knickerbocker Ave,11237,indian,40.701969,-73.924402,restaurant
Nuevo Jardin De China Restaurant,3205 Broadway,11106,chinese,40.76155138,-73.92431488,restaurant
Sunnyside Pizza,4001 Queens Blvd,11104,pizza,40.74383805,-73.92412663,restaurant
Mar's,34-21 34th Ave,11106,seafood,40.758364,-73.924101,restaurant
SoleLuna Restaurant,40-01 Queens Blvd,11104,italian,40.74399345,-73.92404214,restaurant
GreenStreets Salads,67 Irving Ave,11237,healthy,40.70455,-73.9238699,restaurant
Taco Veloz,359 East 138th St,10454,seafood,40.80981827,-73.92386627,restaurant
Azteca Restaurant,40-12 Queens Blvd,11104,mexican,40.743449,-73.9237466,restaurant
El Mero Mero,35-57 38th St,11101,mexican,40.75383432,-73.92370116,restaurant
Pitanga,207 Starr St,11237,healthy,40.705122,-73.923457,restaurant
Bunker,99 Scott Ave,11237,vietnamese,40.7105638,-73.9233984,restaurant
Hang Lee Chinese,666 W 204th St,10034,chinese,40.86726224,-73.92333044,restaurant
Leng Thai,3309 Broadway,11106,thai,40.76124,-73.92323,restaurant
Toad Style,93 Ralph Ave,11221,vietnamese,40.68688,-73.92322,restaurant
Indian Curry Heights,125 Ralph Ave,11221,indian,40.6858099,-73.92315,restaurant
Fish House,47-49 42nd St,11104,seafood,40.74009538,-73.92304393,restaurant
Amylos Taverna,33-19 Broadway,11106,seafood,40.76100386,-73.923,restaurant
Ariyoshi,4113 Queens Blvd,11104,japanese,40.743818,-73.92297872,restaurant
Doma,43-43 41st St,11104,korean,40.7446884,-73.922957,restaurant
Lin's Garden,765 Concourse Village,10451,chinese,40.82437953,-73.92289816,restaurant
Santa Clarita,237 Willis Ave,10454,mexican,40.809496,-73.922842,restaurant
Faro,436 Jefferson St,11237,italian,40.707407,-73.922839,restaurant
Sea Wolf,19 Wyckoff Ave,11237,seafood,40.70683,-73.9228,restaurant
Happy Garden,2926 30th Ave,11102,chinese,40.76725,-73.92279,restaurant
Akrotiri Seafood Taverna,29-20 30th Ave,11102,seafood,40.76748178,-73.92275947,restaurant
Philomena's,41-16 Queens Blvd,11104,pizza,40.7432,-73.92275,restaurant
Dock Asian Eatery,22 Wyckoff Ave,11237,thai,40.70628,-73.92274,restaurant
Hartbreakers,820 Hart St,11206,healthy,40.70175524,-73.92266289,restaurant
Astoria Bier and Cheese,34-14 Broadway,11106,vietnamese,40.76041,-73.92264,restaurant
Gerizim Burger Factory,560 Ralph Ave,11233,american,40.66988,-73.92263,restaurant
Hero Thai-Izakaya,34-16 Broadway,11106,thai,40.76038,-73.92257,restaurant
Sol Sips,203 Wilson Ave,11237,healthy,40.6991513,-73.92250606,restaurant
Takesushi,43-46 42nd St,11104,japanese,40.7441219,-73.9224056,restaurant
Inwood Bar and Grill,4892 Broadway,10034,american,40.8670387,-73.9223929,restaurant
Good Morning Brooklyn,31 Wyckoff Ave,11237,healthy,40.70641,-73.92238,restaurant
Bartolino's Fine Italian Pizza,3411 Broadway,11106,pizza,40.76073861,-73.9223789,restaurant
Foo-Hing Chinese Kitchen,2706 3rd Ave,10454,chinese,40.8135242,-73.9222125,restaurant
Union Pizza Works,423 Troutman St,11237,pizza,40.7073067,-73.922154,restaurant
The Rookery,425 Troutman St,11237,american,40.7073514,-73.9221093,restaurant
La Perla Mexicana,281 E 149th St,10451,mexican,40.81739,-73.9221,restaurant
Zio Luigi,42-15 Queens Blvd,11104,italian,40.7438632,-73.9220898,restaurant
Amaranto Mexican Restaurant,887 Hart St,11237,mexican,40.703111,-73.921892,restaurant
Athens Grill & Sports Bar,3011 30th Ave,11102,mexican,40.76718084,-73.92186485,restaurant
Desi Grill,46 Wyckoff Ave,11237,indian,40.705618,-73.9218269,restaurant
Senso Unico,43-04 47th Ave,11104,italian,40.7414137,-73.92168579,restaurant
Halsey's Tavern,3095 33rd St,11102,american,40.763732,-73.9215625,restaurant
Pye Boat Noodle,35-13 Broadway,11106,thai,40.76043,-73.92152,restaurant
China Garden,133 Irving Ave,11237,chinese,40.703364,-73.921517,restaurant
U Like Chinese Take Out,4926 Broadway,10034,chinese,40.8674342,-73.9215025,restaurant
Delicas Del Atlantic Seafood Restaurant,1439 Edward L Grant Hwy,10452,seafood,40.84120613,-73.9214839,restaurant
Agra Heights,226 Wilson Ave,11237,indian,40.698017,-73.921467,restaurant
Mokja,3519 Broadway,11106,korean,40.76025695,-73.92144693,restaurant
La Morada Restaurant,308 Willis Ave,10454,healthy,40.810552,-73.92142,restaurant
Enthaice Thai Kitchen,33-20 31st Ave,11106,thai,40.76308893,-73.92132372,restaurant
Bagelberry,3113 30th Ave,11102,korean,40.766842,-73.921318,restaurant
Hibachi Grill & Supreme Buffet,200 E 161st St,10451,chinese,40.82514606,-73.92129183,restaurant
Pan-Tastic Q,4202 Northern Blvd,11101,korean,40.7522769,-73.9212728,restaurant
Palermo Restaurant & Bar,2392 21st St,11105,italian,40.77690884,-73.92122895,restaurant
Vite Vinosteria,31-05 34th St,11106,italian,40.76297343,-73.92119564,restaurant
La Nueva Win Hing Restaurant,40 E 167th St,10452,chinese,40.83543,-73.92115,restaurant
Cardamom,43-45 43rd St,11104,indian,40.7444521,-73.9210975,restaurant
New Asian Cuisine,44-20 48th Ave,11377,chinese,40.7393524,-73.9210213,restaurant
Unique Fusion Restaurant,586 West 207 St,10034,thai,40.86704078,-73.92101936,restaurant
Amy's Restaurant,586 W 207th St,10034,chinese,40.86701,-73.92097,restaurant
Bajeko Sekuwa,43-16 Queens Blvd,11104,indian,40.7431256,-73.9209581,restaurant
Pizza Haven,4942 Broadway,10034,pizza,40.8676342,-73.9209182,restaurant
Il Bambino,34-08 31st Ave,11106,italian,40.76281,-73.92089,restaurant
Zenon Taverna,3410 31st Ave,11106,seafood,40.762819,-73.920872,restaurant
The Lowery Bar & Kitchen,43-02 43rd Ave,11104,american,40.74514546,-73.92084897,restaurant
Boca Chica,584 W 207th St,10034,seafood,40.86700693,-73.92084371,restaurant
Spicy Pizza,43-22 43rd Ave,11104,pizza,40.74487312,-73.92083191,restaurant
Guadalupe Restaurant,597 W 207th St,10034,seafood,40.86739,-73.92083,restaurant
Milkflower,3412 31st Ave,11106,pizza,40.7628961,-73.9207081,restaurant
The Ledge,321 Starr St,11237,healthy,40.70783,-73.92068,restaurant
Namaste,31-15 30th Ave,11102,indian,40.7668,-73.92068,restaurant
Mela Pizza House,31-01 Newtown Ave,11102,pizza,40.76765,-73.92056,restaurant
Yummy Thai,4959 Broadway,10034,vietnamese,40.86808,-73.9205,restaurant
Taste of Bengal,2827 31st St,11102,indian,40.76772095,-73.92046751,restaurant
Sushi Mambo,431 W 202nd St,10034,japanese,40.86106,-73.92036,restaurant
Liv,31-86 37th St,11103,healthy,40.76011953,-73.92034503,restaurant
Mysttik Masaala,32-07 30th Ave,11103,indian,40.7665765,-73.9203027,restaurant
De Mole,4502 48th Ave,11377,mexican,40.7391932,-73.9202624,restaurant
Bai Sushi,37-03 Broadway,11103,japanese,40.7597841,-73.9202394,restaurant
Mesa Azteca,91 Wyckoff Ave,11237,mexican,40.70506,-73.92022,restaurant
Sotto Le Stelle,4407 Queens Blvd,11104,italian,40.743656,-73.9201782,restaurant
Giovanni's Pizza,76 E 167th St,10452,pizza,40.83522,-73.92016,restaurant
Taqueria Emilio,563 W 207th St,10034,mexican,40.86622203,-73.92013561,restaurant
Milk Burger,148 Bruckner Blvd,10454,healthy,40.80357,-73.9201099,restaurant
Basil Brick Oven Pizza,28-17 Astoria Blvd,11102,pizza,40.770946,-73.92001,restaurant
Thonglor Thai Restaurant,3247 Steinway St,11103,thai,40.7574712,-73.9200032,restaurant
District Saigon,37-15 Broadway,11103,vietnamese,40.7596365,-73.9199343,restaurant
Cemitas El Tigre,45-14 48th Ave,11377,mexican,40.7391913,-73.9198491,restaurant
Kini,42-27 35th Ave,11101,korean,40.7541609,-73.9196942,restaurant
Polito's Pizza,3812 Broadway,11103,pizza,40.7591118,-73.9196213,restaurant
Pochana Thai Kitchen,33-16 30th Ave,11103,thai,40.76599292,-73.91958632,restaurant
Golden Pizza,504 E 138th St,10454,pizza,40.80751,-73.9194799,restaurant
Seabreeze Food,1562 Ralph Ave,11236,seafood,40.63887298,-73.9193932,restaurant
Ten-Tan Chinese Restaurant,3864 10th Ave,10034,chinese,40.86415,-73.91939,restaurant
Go Natural Health Foods & Juice Bar,4503 Queens Blvd,11104,healthy,40.7435321,-73.9193729,restaurant
Gardenia Salad Bar,4979 Broadway,10034,healthy,40.86837,-73.91937,restaurant
La Lomita Mexican Deli,3868 10th Ave,10034,mexican,40.8641999,-73.91936,restaurant
El Tina Fish Market,500 W 207th St,10034,seafood,40.8644535,-73.9193338,restaurant
La Chona's,38-07 Broadway,11103,mexican,40.7593333,-73.9193226,restaurant
Seva Indian Cuisine,3007 34th St,11103,indian,40.7653633,-73.9191014,restaurant
Thai Diva Cuisine,45-53 46th St,11377,thai,40.7414512,-73.9190131,restaurant
Tulcingo Azteca Restaurante,3861 10th Ave,10034,mexican,40.864081,-73.9189911,restaurant
Sweet Afton,30-09 34th St,11103,american,40.765352,-73.918983,restaurant
Mi Pueblito,111 E 167th St,10452,mexican,40.83511457,-73.91894353,restaurant
Xing Sheng Restaurant,115 Featherbed Ln,10452,chinese,40.84638,-73.91892,restaurant
Happy Garden,208 E 165th St,10456,chinese,40.82999974,-73.91878434,restaurant
Los Hermanos Salazar,645 Courtland Ave,10451,mexican,40.8189,-73.91862,restaurant
KAL,34-05 30th Ave,11103,korean,40.76584,-73.91859,restaurant
mochiron,34-18 30th Ave,11103,japanese,40.7653,-73.91856,restaurant
Tikka Indian Grill,34-14 30th Ave,11103,indian,40.7655307,-73.918505,restaurant
Happy Fortune Chinese Restaurant,47-57 47th St,11377,chinese,40.739413,-73.918381,restaurant
Orale Mex Food,30-19 Astoria Blvd,11102,mexican,40.770261,-73.918361,restaurant
Suyo Gastrofusion,1401 Plaza Dr,10452,korean,40.840872,-73.918271,restaurant
Jujube Tree,35-02 30th Ave,11103,healthy,40.76512,-73.91821,restaurant
The Shady Lady,34-19 30th Ave,11103,american,40.765619,-73.9181399,restaurant
Fuyu Ramen,4617 Queens Blvd,11104,japanese,40.743478,-73.918057,restaurant
Off The Hook Raw Bar & Grill,28-08 34th St,11103,seafood,40.767167,-73.918014,restaurant
Catch Seafood Restaurant,9007 Avenue A,11236,seafood,40.6514344,-73.9179502,restaurant
Aminas Cafe,890 Morris Ave,10451,mexican,40.82617,-73.91794,restaurant
Retro Pizza Cafe,41-02 Broadway,11103,pizza,40.75844032,-73.91793134,restaurant
Taqueria Santa Fe,4708 47th Ave,11377,mexican,40.740766,-73.917876,restaurant
Good Taste Chinese Restaurant,281 E 161st St,10451,chinese,40.825765,-73.917702,restaurant
Chihuahua,47-02 Greenpoint Ave,11104,mexican,40.74252225,-73.91767658,restaurant
The Haab,4722 48th Ave,11377,mexican,40.740273,-73.917675,restaurant
Pelicana Chicken,47-08 Greenpoint Ave,11104,korean,40.74253365,-73.91763702,restaurant
Jalisco Tacos,214 St Anns Ave,10454,mexican,40.80622,-73.91748,restaurant
Made In Mexico,3950 10th Ave,10034,mexican,40.86716022,-73.91728982,restaurant
Pink Nori,36-06 30th Ave,11103,japanese,40.764689,-73.917282,restaurant
The Best Italian Pizza,412 E 149th St,10455,pizza,40.81573,-73.91725,restaurant
Antika,36-08 30th Ave,11106,pizza,40.76466,-73.91722,restaurant
Ops,346 Himrod St,11237,pizza,40.70276,-73.9171,restaurant
Tacos El Torito Versatile,608 Melrose Ave,10455,mexican,40.8172799,-73.91705,restaurant
Klom Klorm,181 Wyckoff Ave,11237,thai,40.70318,-73.91701,restaurant
Xochimilco Family Restaurant,653 Melrose Ave,10455,mexican,40.8185645,-73.9168277,restaurant
Shuya Cafe de Ramen,42-13 Broadway,11103,japanese,40.75800721,-73.91679397,restaurant
Guacamole Taqueria,5025 Broadway,10034,mexican,40.86952,-73.91674,restaurant
Hungry Bird,980 Morris Ave,10456,indian,40.82847,-73.91669,restaurant
Homemade Taqueria,45-09 34th Ave,11101,mexican,40.75469391,-73.9165629,restaurant
Via Trenta Osteria & Wine Bar,3619 30th Ave,11103,italian,40.7648771,-73.91654343,restaurant
Jay Fish Market,422 Westchester Ave,10455,seafood,40.816353,-73.9162644,restaurant
New Wok Chinese Restaurant,481 Brook Ave,10455,chinese,40.8134011,-73.9160164,restaurant
Sugar Freak,37-11 30th Ave,11103,seafood,40.76462983,-73.91594991,restaurant
Saffron Indian Cuisine,4404 Broadway,11103,indian,40.757176,-73.915762,restaurant
DiWine,41-15 31st Ave,11103,american,40.76087,-73.91557,restaurant
Brown Sugar Restaurant,5060 Broadway,10034,seafood,40.869926,-73.915466,restaurant
I Am Thai Restaurant,49-08 43rd Ave,11377,thai,40.74454211,-73.91545773,restaurant
Petra Bar & Restaurant,523 Evergreen Ave,11221,american,40.69046,-73.91544,restaurant
Lotus 1,4119 31st Ave,11103,vietnamese,40.7607851,-73.915434,restaurant
Fitrition,30-09 Steinway St,11103,healthy,40.76357436,-73.91519382,restaurant
Rizzo's Fine Pizza,3013 Steinway St,11103,pizza,40.76335,-73.91516,restaurant
The Alcove,41-11 49th St,11104,american,40.7459065,-73.915103,restaurant
Eastern Style Chinese,1233 Grant Ave,10456,chinese,40.83389,-73.91509,restaurant
El Nuevo Azteca,134 E 170th St,10452,mexican,40.83905,-73.91509,restaurant
Noches Mexicanas,524 Brook Ave,10455,mexican,40.81444,-73.91489,restaurant
Sik Gaek,49-11 Roosevelt Ave,11377,seafood,40.743485,-73.9148356,restaurant
Aubergine Cafe,49-22 Skillman Ave,11377,healthy,40.74605342,-73.91444071,restaurant
Taqueria Huarache,16 E Mt Eden Ave,10452,mexican,40.84405921,-73.91429585,restaurant
Telly's Taverna,28-13 23rd Ave,11105,seafood,40.7753554,-73.91404617,restaurant
No 1 Wok,262 Cypress Ave,10454,chinese,40.805913,-73.913984,restaurant
Joon's Kitchen,23-38 31st St,11105,korean,40.77379,-73.91396,restaurant
San Aroy Thai Kitchen,2906 23rd Ave,11105,thai,40.77482337,-73.91375117,restaurant
TJ Asian Bistro,50-19 Skillman Ave,11377,japanese,40.7461895,-73.9136856,restaurant
The Bonnie,29-12 23rd Ave,11105,american,40.7746737,-73.9136003,restaurant
New China Restaurant,3035 3rd Ave,10455,chinese,40.81995027,-73.91339502,restaurant
Blackbird's Bar & Restaurant,41-19 30th Ave,11103,american,40.76341,-73.91335,restaurant
Ornella Trattoria Italiana,29-17 23rd Ave,11105,italian,40.7748162,-73.9132582,restaurant
Culinary Noodle Kitchen ​,4202 30th Ave,11103,chinese,40.762911,-73.913247,restaurant
Fresca Pizza,560 E 149th St,10455,pizza,40.8142087,-73.9131972,restaurant
Rice K,29-21 23rd Ave,11105,vietnamese,40.774743,-73.913172,restaurant
Dionysos Restaurant,23-15 31st St,11105,seafood,40.77384,-73.91306,restaurant
Astoria Seafood and Grill,25-79 Steinway St,11103,seafood,40.76586,-73.91304,restaurant
Porto Salvo,424 E 161st St,10451,american,40.82368,-73.91294,restaurant
Daisy's Pizza Place,3075 3rd Ave,10451,pizza,40.821045,-73.912773,restaurant
Khun Noo Thai Noodle House,51-20 Skillman Ave,11377,thai,40.74568,-73.91261,restaurant
King Dragon,120 Mt Eden Ave,10452,chinese,40.84323,-73.91249,restaurant
Artichoke Basille's Pizza,22-56 31st St,11105,pizza,40.7751406,-73.9124042,restaurant
The Gully,25-45 Steinway St,11103,indian,40.7667,-73.91233,restaurant
Pelicana Chicken,22-54 31st St,11105,korean,40.77534,-73.9123296,restaurant
Paloma's,435 Menahan St,11237,mexican,40.70346832,-73.91212463,restaurant
Yaar Indian Restaurant,22-55 31st St,11105,indian,40.77480303,-73.9120166,restaurant
Gotta Getta Pizza,1735 Townsend Ave,10453,pizza,40.84717,-73.91173,restaurant
Cinco De Mayo,837 Washington Ave,10451,mexican,40.82251317,-73.91159641,restaurant
Pitkin Seafood,1670 Pitkin Ave,11212,seafood,40.6694374,-73.9114685,restaurant
8 Dragon & Phoenix Restaurant,22-17 31st St,11105,chinese,40.77546783,-73.91142234,restaurant
La Flor,53-02 Roosevelt Ave,11377,mexican,40.74434,-73.91141,restaurant
Duzan Mediterranean Grill,2411 Steinway St,11103,healthy,40.76849236,-73.91117692,restaurant
Abuqir Seafood,24-19 Steinway St,11103,seafood,40.7683,-73.9110794,restaurant
Sabry's,2425 Steinway St,11103,seafood,40.76828,-73.91106,restaurant
Marina Seafood & Restaurant,2415 Steinway St,11103,seafood,40.7685223,-73.9109765,restaurant
Guadalajara De Dia 2,566 Seneca Ave,11385,mexican,40.70446396,-73.91094208,restaurant
Mezquite Restaurant,45-06 30th Ave,11103,mexican,40.76167,-73.9109,restaurant
Las Sirenas Restaurant,1896 Jerome Ave,10453,mexican,40.84984414,-73.91074643,restaurant
King's Chef,4311 28th Ave,11103,chinese,40.764358,-73.910705,restaurant
Trattoria L'incontro,21-76 31st St,11105,italian,40.77633304,-73.91058683,restaurant
China Wang,109 W 225th St,10463,chinese,40.874602,-73.910505,restaurant
Fazio's,709 Knickerbocker Ave,11221,pizza,40.69442,-73.91039,restaurant
Anise,3511 Johnson Ave,10463,seafood,40.8859701,-73.9100529,restaurant
Palace of Japan,3505 Johnson Ave,10463,japanese,40.88612,-73.91,restaurant
Nonnas 1977,41-02 Astoria Blvd,11103,italian,40.76851,-73.90997,restaurant
Moon Star Grill,3519-25 Johnson Ave,10463,korean,40.88610893,-73.90990877,restaurant
Cumin Indian Restaurant,3549 Johnson Ave,10463,indian,40.88653,-73.90987,restaurant
Aoyu Sushi,3532 A Johnson Ave,10463,japanese,40.88616346,-73.90969634,restaurant
Hamido Seafood,3308 Ditmars Blvd,11105,seafood,40.7750008,-73.9095623,restaurant
Watawa Sushi,33-10 Ditmars Blvd,11105,japanese,40.774959,-73.9095,restaurant
Taco's El Paisanito,202 W Fordham Rd,10468,mexican,40.8624202,-73.9093167,restaurant
Taverna Kyclades,3307 Ditmars Blvd,11105,seafood,40.7753227,-73.909217,restaurant
Boon Chu 2 Thai Place,35-13 Ditmars Blvd,11105,thai,40.775196,-73.908981,restaurant
Taste & Sabor,318 W 231st St,10463,mexican,40.88099,-73.90896,restaurant
Pronto Pizzeria,45-19 28th Ave,11103,pizza,40.76346,-73.90886,restaurant
Prik Thai Kitchen,4716 30th Ave,11103,thai,40.76099,-73.9088395,restaurant
Riverdale Indian Cuisine,308 West 231 St,10463,indian,40.8808412,-73.9087478,restaurant
No 1 Flower Drum House,21-05 31st St,11105,chinese,40.777674,-73.908463,restaurant
Juniors Seafood Restaurant,20 W Burnside Ave,10453,seafood,40.853697,-73.90828,restaurant
Tufino Pizzeria Napoletana,36-08 Ditmars Blvd,11105,pizza,40.773986,-73.908126,restaurant
The Pomeroy,36-12 Ditmars Blvd,11105,american,40.7739,-73.908,restaurant
Golden Thai,469 Irving Ave,11237,thai,40.69566,-73.90798,restaurant
Alba's Pizza & Restaurant,3620 Ditmars Blvd,11105,pizza,40.77375,-73.90778,restaurant
Garam Masala,1819 Palmetto St,11385,indian,40.703375,-73.90747,restaurant
King's Wok,4912 30th Ave,11377,chinese,40.76005,-73.90741,restaurant
Cocina Chente,3535 Riverdale Ave,10463,mexican,40.88607435,-73.9070925,restaurant
Salvatores of Soho,3738 Riverdale Ave,10463,pizza,40.8875232,-73.90704,restaurant
Pick Up Six,221 W 230th St,10463,thai,40.87746,-73.90698,restaurant
Corner Cafe & Bakery,3718 Riverdale Ave,10463,healthy,40.887199,-73.906791,restaurant
Mi Lindo San Miguelito,257 W 231st St,10463,mexican,40.88006,-73.90675,restaurant
Casa Theodoro,54 -18 31st Ave,11377,pizza,40.75693,-73.906747,restaurant
Ltauha Restaurant,55-50 Myrtle Ave,11385,american,40.6998889,-73.9067463,restaurant
While In Kathmandu,758 Seneca Ave,11385,indian,40.7020642,-73.9067213,restaurant
La Patrona Restaurant,812 E 149th St,10455,mexican,40.812449,-73.906041,restaurant
Sam's Pizza,232 W 231st St,10463,pizza,40.87939,-73.90601,restaurant
New Sea Win Seafood,216 W 231st St,10463,seafood,40.87915,-73.90556,restaurant
Hong Kong Express,989 Wyckoff Ave,11385,chinese,40.69617,-73.904721,restaurant
X20 on the Hudson,71 Water Grant St,10701,seafood,40.935177,-73.904403,restaurant
Running Cool,2263 Jerome Ave,10451,indian,40.85817,-73.90423,restaurant
Tokyo House,5648 Riverdale Ave,10471,japanese,40.9056206,-73.9040833,restaurant
Lin Home Chinese Restaurant,2461 University Ave,10468,chinese,40.8646623,-73.9039155,restaurant
Yanna Healthy Snacks Juice & Salad Bar,251 E Tremont Ave,10457,healthy,40.849089,-73.903882,restaurant
Sazon De Lupita Antojitos Mexicanos,155 W Kingsbridge Rd,10468,mexican,40.87003,-73.9038577,restaurant
Nepalese Indian Restaurant,907 Seneca Ave,11385,indian,40.700617,-73.903777,restaurant
Matsuri,39-56 61st St,11377,japanese,40.7458357,-73.9035436,restaurant
Sweet Basil,39-28 61st St,11377,thai,40.746457,-73.9032297,restaurant
Forno Siciliano,43-19 Ditmars Blvd,11105,italian,40.77112943,-73.90317709,restaurant
AA Chinese Restaurant,214 E Burnside Ave,10457,chinese,40.8518199,-73.90312,restaurant
Picante Picante,156 W 231st St,10463,mexican,40.8781,-73.903,restaurant
Mei Chung Mei Restaurant,157 W 231st St,10463,chinese,40.8784523,-73.90296173,restaurant
Casa Del Mar,1779 Webster Ave,10457,seafood,40.84523,-73.90274,restaurant
PACIFIC MOON,59-02 Broadway,11377,chinese,40.75119,-73.90269,restaurant
Astoria Pizza Factory,1946 37th St,11105,pizza,40.7786345,-73.90264851,restaurant
Dragon Gate Chinese Cuisine,1944 37th St,11105,chinese,40.778622,-73.90261487,restaurant
El Porton,576 Southern Blvd,10455,mexican,40.81233214,-73.90242185,restaurant
Longwood Fish Market,838 Westchester Ave,10455,seafood,40.81941217,-73.90208223,restaurant
Mr. Thai,57-42 Myrtle Ave,11385,thai,40.70028,-73.90205,restaurant
Bella Pizza,19 W Fordham Rd,10468,pizza,40.86291,-73.90197,restaurant
Giovani's Big Pizza,839 Prospect Ave,10459,healthy,40.81987834,-73.90190924,restaurant
Ruma's Kitchen,37-01 61st St,11377,indian,40.7493792,-73.9016969,restaurant
Nowadays,56-06 Cooper Ave,11385,american,40.69304361,-73.90141966,restaurant
Dino's Pizza,5660 Mosholu Ave,10471,pizza,40.905006,-73.901298,restaurant
Flame,5740 Broadway,10463,thai,40.88279,-73.90127,restaurant
Three Bowls Noodle House,63-28 Roosevelt Ave,11377,korean,40.7457251,-73.9007075,restaurant
