Name,Address,Postcode,Type,Latitude,Longitude,Category
Happy Vegan,125 Canal St,10002,healthy,40.7161006,-73.9951758,restaurant
Mama Maria's Restaurant,307 Court St,11231,italian,40.68356,-73.99517,restaurant
Bowllin',27 Waverly Pl,10003,korean,40.73063,-73.99515,restaurant
Piacere,351 Broome St,10013,pizza,40.7196979,-73.9951175,restaurant
Goemon,29 Kenmare St,10012,indian,40.72083,-73.99509,restaurant
Little Sheep Mongolian Hot Pot,105 Bowery,10002,chinese,40.71764,-73.99504,restaurant
Socarrat Paella Bar - Nolita,284 Mulberry St,10012,seafood,40.724483,-73.99504,restaurant
Excellent Dumpling House,165 W 23rd St,10011,chinese,40.74404944,-73.99502819,restaurant
Sup Crab,97 Bowery,10002,chinese,40.71733,-73.99502,restaurant
India Kitchen,493 9th Ave,10018,indian,40.7555499,-73.9949174,restaurant
Thai Select,472 9th Ave,10018,thai,40.754764,-73.994903,restaurant
Aiyara Thai,480 9th Ave,10018,thai,40.75507347,-73.99486721,restaurant
Kashmir 9 - Cuisine of Pakistan,478 9th Ave,10018,indian,40.75497823,-73.99485111,restaurant
The Butcher's Daughter,19 Kenmare St,10012,healthy,40.72070686,-73.99484513,restaurant
Casa Bocado,341 Broome St,10013,mexican,40.71958,-73.99484,restaurant
Shui Mei Cafe,67 E Broadway,10002,chinese,40.7135318,-73.9948386,restaurant
Sakura Sushi & Thai Cuisine,273 Mott St,10012,thai,40.7239,-73.99479,restaurant
Saketumi Asian Bistro,118 Montague St,11201,thai,40.694698,-73.994769,restaurant
Bella Napoli,257 7th Ave,10001,pizza,40.7451099,-73.9947,restaurant
Bluestone Lane Bowery Cafe,19 Kenmare St,10012,healthy,40.72066,-73.99468,restaurant
Il Punto Ristorante,507 9th Ave,10018,italian,40.75612,-73.99467,restaurant
Buddy's Burrito & Taco Bar,260 Court St,11231,mexican,40.685341,-73.994661,restaurant
Purple Rice Korean Kitchen,263 W 30th St,10001,korean,40.74964,-73.99466,restaurant
Sushi ZAUO,152 West 24th St,10011,japanese,40.7443394,-73.9946005,restaurant
Tao Hong Bakery,79 Chrystie St,10002,chinese,40.71735,-73.9945679,restaurant
Dips,5315 13th Ave,11219,healthy,40.6322899,-73.9945526,restaurant
Fishing Restaurant Zauo,152 W 24th St,10011,japanese,40.7444,-73.99455,restaurant
Tavola,488 9th Ave,10018,italian,40.755403,-73.994516,restaurant
Stand Up,7215 18th Ave,11204,korean,40.61465998,-73.99449002,restaurant
Prince Street Pizza,27 Prince St,10012,italian,40.72290877,-73.99448633,restaurant
Nom Wah Nolita,10 Kenmare St,10012,chinese,40.72041549,-73.99447896,restaurant
Cafetal Social Club,285 Mott St,10012,italian,40.724308,-73.994457,restaurant
XYST,44 West 17th St,10011,healthy,40.73874,-73.99444,restaurant
Farida Central Asian Cuisine & Grill,498 9th Ave,10018,indian,40.75568,-73.99441,restaurant
Bondst,6 Bond St,10012,japanese,40.726934,-73.994404,restaurant
Pho Vietnam,87 Chrystie St,10002,vietnamese,40.717587,-73.9944029,restaurant
The Boil,17 Waverly Pl,10003,seafood,40.73026447,-73.99437881,restaurant
Bite Of Hong Kong,81 Chrystie St,10002,chinese,40.7174007,-73.99437,restaurant
Grand Seoul,85 Chrystie St,10002,korean,40.7175,-73.99435,restaurant
Tang Hotpot,135 Bowery,10002,chinese,40.71866,-73.99435,restaurant
Pinto Restaurant,128 Montague St,11201,seafood,40.69477354,-73.99434843,restaurant
Uncle Boons,7 Spring St,10012,vietnamese,40.72113286,-73.99432863,restaurant
Lovely Day,196 Elizabeth St,10012,vietnamese,40.721774,-73.994275,restaurant
Hak Box,88 E Broadway,10002,chinese,40.713982,-73.9942284,restaurant
95 HomeDish,95 Chrystie St,10002,seafood,40.71776,-73.99422,restaurant
Hu Kitchen,78 5th Ave,10011,healthy,40.735823,-73.994185,restaurant
Nansense,null,10011,healthy,40.74093349,-73.99416837,restaurant
Indian Table,234 Court St,11201,indian,40.6859591,-73.9941661,restaurant
Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei,88 E Broadway,10002,chinese,40.713837,-73.99414,restaurant
Luke's Lobster Brooklyn Bridge Park,11 Water St,11201,seafood,40.70359,-73.99411,restaurant
Nittis,523 9th Ave,10018,italian,40.7567,-73.99411,restaurant
Siri Thai,641 10th Ave,10036,thai,40.76185906,-73.99409205,restaurant
Caffe Buon Gusto,132 Montague St,11201,italian,40.6945304,-73.9940702,restaurant
Yaso Noodle Bar,289 Mercer St,10003,chinese,40.730208,-73.994044,restaurant
Hell's Chicken,641 10th Ave,10036,korean,40.7618613,-73.99404219,restaurant
Champion Pizza,2 W 14th St,10011,pizza,40.73598259,-73.99396256,restaurant
Honeybrains,372 Lafayette St,10012,healthy,40.727156,-73.993962,restaurant
C.T. Seafood Mart Corp,250 Grand St,10002,seafood,40.71836,-73.99395,restaurant
Ghang Thai Kitchen,229 Court St,11201,thai,40.68614,-73.99392,restaurant
Kam-Wei Kitchen,630 10th Ave,10036,chinese,40.76128,-73.99392,restaurant
Tacombi - Nolita,267 Elizabeth St,10012,mexican,40.7240304,-73.9939028,restaurant
Grimaldi's,656 6th Ave,10010,pizza,40.7412157,-73.9938935,restaurant
Atla,372 Lafayette St,10012,mexican,40.7271874,-73.9938924,restaurant
Kittery Of Brooklyn,305 Smith St,11231,seafood,40.6814576,-73.9938837,restaurant
Kobeyaki,293 7th Ave,10001,japanese,40.7462138,-73.99388,restaurant
Hadramout Restaurant,172 Atlantic Ave,11201,indian,40.6898184,-73.9938774,restaurant
Hwaban,55 W 19th St,10011,japanese,40.74024,-73.99385,restaurant
Sel Rrose,1 Delancey St,10002,seafood,40.7200099,-73.993839,restaurant
Bar San Miguel,307 Smith St,11231,mexican,40.68134,-73.9938279,restaurant
The Oyster Room,66 Hicks St,11201,seafood,40.69997,-73.99378,restaurant
TGA NYC,320 W 36th St,10018,american,40.75374,-73.99374,restaurant
San Blas Latin Cuisine & Cocktail,140 Montague Brooklyn,11201,mexican,40.694386,-73.993723,restaurant
K Chicken,528 9th Ave,10018,korean,40.75665,-73.99372,restaurant
Taqueria Diana,524 9th Ave,10018,mexican,40.75652,-73.99371,restaurant
Fong On,81 Division St,10002,chinese,40.71417,-73.9937,restaurant
Mercato,352 W 39th St,10018,italian,40.75619,-73.9937,restaurant
Gotham Bar and Grill,12 E 12th St,10003,american,40.734186,-73.993696,restaurant
Pho 7,530 9th Ave,10018,vietnamese,40.75669,-73.99369,restaurant
King's Kitchen,92 E Broadway,10002,chinese,40.71399,-73.99367,restaurant
Sea Breeze Fish Market,541 9th Ave,10018,seafood,40.75731,-73.99367,restaurant
B.GOOD,141 Montague St,11201,healthy,40.694833,-73.9936578,restaurant
Grand Canyon Restaurant,143 Montague St,11201,mexican,40.69473,-73.99361,restaurant
Scampi,30 W 18th St,10011,seafood,40.73902,-73.99358,restaurant
Capizzi,547 9th Ave,10018,italian,40.75744,-73.99357,restaurant
Thaism,278 Smith St,11231,thai,40.6824841,-73.9935637,restaurant
Trattoria Casa Di Isacco,536 9th Ave,10018,seafood,40.75686,-73.99356,restaurant
Buena Vista Restaurant & Bar,536 9th Ave,10018,seafood,40.75686,-73.99356,restaurant
Tulcingo Del Valle,665 10th Ave,10036,mexican,40.762756,-73.993545,restaurant
Smithfield Hall,138 W 25th St,10001,american,40.74475326,-73.99349399,restaurant
Lucky Lee's,67 University Pl,10003,healthy,40.73292,-73.99347,restaurant
New Curry Hut,534 9th Ave,10018,indian,40.75674,-73.99347,restaurant
LaoMa Spicy,58 E 8th St,10003,chinese,40.73089684,-73.99344027,restaurant
Burger & Lobster,39 W 19th St,10011,seafood,40.74007,-73.99344,restaurant
Sunshine - Hummus,59 E 8th St,10003,healthy,40.73108065,-73.99343709,restaurant
Zhen Wei Fang,207 Bowery,10002,seafood,40.72128,-73.99343,restaurant
Taste Kitchen,316 W 36th St,10018,chinese,40.75374,-73.99342,restaurant
Super Taste,26 Eldridge St,10002,chinese,40.71513,-73.99341,restaurant
Jue Lan Club,49 W 20th St,10011,chinese,40.7409694,-73.9934031,restaurant
The Boil,139 Chrystie St,10002,seafood,40.71974,-73.99339,restaurant
Strip House Downtown,13 E 12th St,10003,seafood,40.73445,-73.99337,restaurant
Hanco's,147 Montague St,11201,vietnamese,40.694767,-73.993368,restaurant
Ñaño Ecuadorian Kitchen,691 10th Ave,10036,healthy,40.7631,-73.99335,restaurant
Luigi's Pizza,686 5th Ave,11215,pizza,40.66163,-73.99334,restaurant
Cafe Chili,172 Court St,11201,thai,40.68801,-73.99334,restaurant
Nature's Grill Cafe,283 Smith St,11231,healthy,40.682309,-73.993272,restaurant
Spicy Village,68 Forsyth St,10002,chinese,40.71695,-73.99327,restaurant
Vandal,199 Bowery,10002,american,40.72104,-73.99326,restaurant
Grimaldi's Pizzeria,1 Front St,11201,pizza,40.702583,-73.9932413,restaurant
Bep Ga,70 Forsyth St,10002,vietnamese,40.71701,-73.99324,restaurant
Swagat Indian Restaurant,205 W 29th St,10001,indian,40.748161,-73.993194,restaurant
Vic's,31 Great Jones St,10012,pizza,40.72693,-73.99319,restaurant
Ollie's Sichuan,411 W 42nd St,10036,chinese,40.75884,-73.99319,restaurant
Babu Ji,22 E 13th St,10003,indian,40.73469,-73.99315,restaurant
Gran Electrica,5 Front St,11201,mexican,40.7027,-73.99314,restaurant
Lemongrass Grill,156 Court St,11201,thai,40.688684,-73.993137,restaurant
DORADO Tacos & Quesadillas,28 E 12th St,10003,mexican,40.73396,-73.99312,restaurant
Num Pang Kitchen,28 E 12th St,10003,vietnamese,40.73396,-73.99312,restaurant
Anpanman Bakery Cafe,83 Canal St,10002,chinese,40.7154579,-73.9930816,restaurant
Cocoron,16 Delancey St,10002,healthy,40.72031,-73.99305,restaurant
Bite,62 W 22nd St,10010,healthy,40.74189,-73.99305,restaurant
Tortaria,94 University Pl,10003,mexican,40.73387,-73.99304,restaurant
East Dumpling,46 Eldridge St,10002,chinese,40.7159,-73.99301,restaurant
Mint Kitchen,83 University Pl,10003,healthy,40.73345,-73.99301,restaurant
Oh Dumplings,6 Bergen St,11201,chinese,40.6875754,-73.9929996,restaurant
Saigon V-Bread Cafe,11 Allen St,10002,vietnamese,40.71489153,-73.99299804,restaurant
Peacefood Cafe Downtown,41 E 11th St,10003,healthy,40.73326709,-73.99297513,restaurant
Dalup,350 7th Ave,10001,indian,40.748216,-73.992966,restaurant
Il Cantinori,32 E 10th St,10003,italian,40.73227796,-73.99293218,restaurant
Amano Sushi,50 Eldridge St,10002,japanese,40.71607,-73.99293,restaurant
by CHLOE. Flatiron,60 W 22nd St,10010,healthy,40.74197,-73.99292,restaurant
Anejo,668 10th Ave,10036,mexican,40.762577,-73.992919,restaurant
VLife,348 7th Ave,10001,healthy,40.74811168,-73.99291766,restaurant
Adella,410 W 43rd St,10036,american,40.7594098,-73.9929134,restaurant
Saigon Market,93 University Pl,10003,vietnamese,40.7335422,-73.9928992,restaurant
Noree Thai Bazaar,274 Grand St,10002,vietnamese,40.717895,-73.99285823,restaurant
Fortune House,82 Henry St,11201,chinese,40.698455,-73.992805,restaurant
Bravo Pizza,360 7th Ave,10001,pizza,40.7484899,-73.9928,restaurant
Ootoya Chelsea,8 W 18th St,10011,korean,40.738767,-73.992778,restaurant
Pho Grand,277 Grand St,10002,vietnamese,40.717713,-73.992773,restaurant
Little Wayla,100 Forsyth St,10002,thai,40.71828,-73.99275,restaurant
Mr Bing,152 W 28th St,10001,chinese,40.74688,-73.99275,restaurant
Taboonette,30 E 13th St,10003,american,40.7347009,-73.9927323,restaurant
Fascati Pizza,80 Henry St,11201,pizza,40.6985,-73.99273,restaurant
Ootoya Greenwich Village,41 E 11th St,10003,korean,40.73316,-73.99273,restaurant
Fish Cheeks,55 Bond St,10012,vietnamese,40.7258,-73.9927,restaurant
&pizza,740 Broadway,10003,pizza,40.729798,-73.9926904,restaurant
"Aqua Best, Inc",276 Grand St,10002,seafood,40.718021,-73.992676,restaurant
Kogane Ramen,76 Henry St,11201,japanese,40.698608,-73.992675,restaurant
The Wilson,132 W 27th St,10001,american,40.74587,-73.99265,restaurant
Iron Chef House,92 Clark St,11201,japanese,40.69726647,-73.99259806,restaurant
Henry's End,72 Henry St,11201,american,40.69869,-73.99257,restaurant
il Buco Alimentari & Vineria,53 Great Jones St,10012,italian,40.7264539,-73.992549,restaurant
S Wan Cafe 洋紫荆,85 Eldridge St Lower E,10002,chinese,40.71725,-73.99254,restaurant
China Xiang 中国湘,360 W 42nd Street,10036,vietnamese,40.75829021,-73.9925114,restaurant
99 Favor Taste,285 Grand St,10002,vietnamese,40.7176199,-73.99249,restaurant
The Poni Room,316 Bowery,10012,seafood,40.72521,-73.99247,restaurant
Casa Nonna,310 W 38th St,10018,italian,40.75496,-73.99247,restaurant
Happy Express Cafe,6 Allen St,10002,chinese,40.7145133,-73.9924451,restaurant
My Little Pizzeria,114 Court St,11201,pizza,40.69025421,-73.99237823,restaurant
Bohemian Restaurant,57 Great Jones St,10012,american,40.72639,-73.99236,restaurant
Angelo Grill Chicken House,270 W 36th St,10018,vietnamese,40.75329025,-73.99235726,restaurant
Sugarcane Raw Bar Grill,55 Water St,11201,american,40.703799,-73.992343,restaurant
Desi Junction,688 10th Ave,10019,indian,40.763465,-73.992317,restaurant
My Noodle Station,19 Eldridge St,10002,seafood,40.714047,-73.992304,restaurant
Terri,60 W 23rd St,10010,healthy,40.74252,-73.9923,restaurant
Jolie Cantina,241 Smith St,11231,mexican,40.683532,-73.992288,restaurant
Misirizzi,36 E 4th St,10003,italian,40.7272,-73.99228,restaurant
Indochine,430 Lafayette St,10003,vietnamese,40.72917,-73.99227,restaurant
Verde On Smith,216 Smith St,11201,seafood,40.684437,-73.992234,restaurant
Simple NYC,109 Eldridge St,10002,healthy,40.71821,-73.99223,restaurant
Odo,17 W 20th St,10011,japanese,40.74032,-73.99223,restaurant
Hall,17 W 20th St,10011,seafood,40.74032,-73.99223,restaurant
Rose's Pizza,1 Penn Plz,10119,pizza,40.751159,-73.9922235,restaurant
Luke's Lobster Union Square,124 University Pl,10003,seafood,40.73484,-73.99221,restaurant
Avocaderia,55 Water St,11201,healthy,40.70332978,-73.99219981,restaurant
Bevacco,60 Henry St,11201,italian,40.69928639,-73.99218835,restaurant
Clover Club,210 Smith St,11201,american,40.68460464,-73.9921875,restaurant
Sorbillo Pizzeria,334 Bowery,10012,pizza,40.726,-73.99218,restaurant
Roast Kitchen,520 8th Ave,10018,healthy,40.75365,-73.99217,restaurant
New Food King,694 10th Ave,10036,chinese,40.76366,-73.99217,restaurant
Curry Heights,151 Remsen St,11201,indian,40.693685,-73.992154,restaurant
The Jones,54 Great Jones St,10012,seafood,40.72672182,-73.99215121,restaurant
sweetgreen,127 Court St,11201,healthy,40.6898204,-73.9921455,restaurant
The Flower Shop,107 Eldridge St,10002,american,40.71807,-73.99213,restaurant
15 East Restaurant,15 E 15th St,10003,japanese,40.7363799,-73.99213,restaurant
Asya Indian Restaurant,46 Henry St,11201,indian,40.69963,-73.9921,restaurant
Aya Sushi,314 W 39th St,10018,japanese,40.75561,-73.99207,restaurant
At Nine Restaurant & Bar,592 9th Ave,10036,vietnamese,40.758697,-73.992064,restaurant
Oaxaca Taqueria,405 W 44th St,10036,mexican,40.76013565,-73.9920578,restaurant
The Wren,344 Bowery,10012,american,40.72633507,-73.99204769,restaurant
Noodle Pudding,38 Henry St,11201,italian,40.69979,-73.99203,restaurant
Cheska's,348 Bowery,10012,healthy,40.72664,-73.99202,restaurant
2 Bros Pizza,557 8th Ave,10018,pizza,40.754745,-73.992004,restaurant
2 Bros Pizza,755 6th Ave,10010,pizza,40.74435255,-73.99199244,restaurant
Leyenda,221 Smith St,11201,mexican,40.68431,-73.99197,restaurant
E Broadway Pizza,127 E Broadway,10002,pizza,40.7137,-73.99197,restaurant
KoFoo,67 W 23rd St,10010,korean,40.7428284,-73.9919281,restaurant
Ichiba Ramen,125 University Pl,10003,japanese,40.73473,-73.9919199,restaurant
Red Poke,600 9th Ave,10036,korean,40.7588993,-73.991915,restaurant
Spice,39 E 13th St,10003,thai,40.7345,-73.9919,restaurant
Kor Tor Mor,204 Smith St,11201,thai,40.6846634,-73.9918633,restaurant
Kiki's,130 Division St,10002,seafood,40.71449719,-73.99185539,restaurant
Desi Deli Indian Restaurant,724 10th Ave,10019,indian,40.76433,-73.99182,restaurant
The Gumbo Bros,224 Atlantic Ave,11201,seafood,40.68925,-73.9918,restaurant
Regina's Grocery,27 Orchard St,10002,italian,40.715472,-73.991795,restaurant
Baodega,7 W 20th St,10011,chinese,40.74014,-73.99178,restaurant
Gohan-ya,14A Orchard St,10002,healthy,40.71501151,-73.99176858,restaurant
Jiang Xin Fan Tuan,38 Allen St,10002,chinese,40.71599,-73.99175,restaurant
Tim Ho Wan Hell's Kitchen,610 9th Ave,10036,vietnamese,40.75935,-73.99175,restaurant
City Pizza,625 9th Ave,10036,pizza,40.75995,-73.99175,restaurant
Vanessa's Dumpling House,118A Eldridge St,10002,chinese,40.71839,-73.9917399,restaurant
Bar Primi,325 Bowery,10003,italian,40.725639,-73.991714,restaurant
Farm to Burger,310 West 40th St,10018,american,40.75616,-73.99171,restaurant
Purepecha,213 Smith St,11201,mexican,40.684508,-73.9917,restaurant
Xu's Public House,15 Union Square W,10003,seafood,40.73589,-73.9917,restaurant
Shu Jiao Fu Zhou Cuisine Restaurant,118 Eldridge St,10002,chinese,40.71842904,-73.9916929,restaurant
King Dumplings,74 Hester St,10002,vietnamese,40.71605,-73.99169,restaurant
Cecconi's Dumbo,55 Water St,11201,italian,40.70330633,-73.99165496,restaurant
El Cacto,54 E 13th St,10003,mexican,40.73417,-73.99165,restaurant
Juniper Bar,237 W 35th St,10001,american,40.7522806,-73.9916151,restaurant
Cafe Hanamizuki,143 W 29th St,10001,japanese,40.7474471,-73.9915989,restaurant
Forgtmenot,138 Division St,10002,american,40.71449887,-73.99155594,restaurant
Bacaro,136 Division St,10002,italian,40.71456,-73.99154,restaurant
Dimes,49 Canal St,10002,healthy,40.714973,-73.991539,restaurant
Tappo,49 W 24th St,10010,pizza,40.74337,-73.99153,restaurant
Zero Otto Nove,15 W 21st St,10010,pizza,40.7407551,-73.99148874,restaurant
Shuko,47 E 12th St,10003,japanese,40.73342694,-73.99146357,restaurant
Dos Toros Taqueria,64 Court St,11201,mexican,40.69206494,-73.99146315,restaurant
Carol's Bun,139 E Broadway,10002,chinese,40.7138317,-73.99145545,restaurant
Seamore's,66 Water St,11201,seafood,40.7032,-73.99145,restaurant
Saigon Social Pop-Up at Boys Don’t Cry,22 Orchard St,10002,vietnamese,40.71537,-73.991428,restaurant
Gyu-Kaku Japanese BBQ,34 Cooper Sq,10003,korean,40.72822,-73.99142,restaurant
Ristorante Il Melograno,501 W 51st St,10019,italian,40.76542897,-73.99141788,restaurant
honeygrow,194 Joralemon St,11201,healthy,40.6925,-73.99141,restaurant
Scarr's Pizza,22 Orchard St,10002,pizza,40.71534,-73.9914,restaurant
Norikoh,43 W 24th St,10010,seafood,40.7433,-73.99137,restaurant
Reception Bar,45 Orchard St,10002,korean,40.7163598,-73.9913564,restaurant
deep indian kitchen - indikitch,601 8th Ave,10018,indian,40.755667,-73.991354,restaurant
Steak 'N Lobster,129 W 29th St,10001,seafood,40.74731,-73.99135,restaurant
Attaboy,134 Eldridge St,10002,american,40.7188874,-73.9913351,restaurant
OBAO,647 9th Ave,10036,thai,40.7606544,-73.991332,restaurant
Cervo's,43 Canal St,10002,seafood,40.7149,-73.99132,restaurant
Korilla BBQ,237 Park Ave,10029,korean,40.818878,-73.991317,restaurant
Cote,16 W 22nd St,10010,korean,40.741192,-73.991314,restaurant
El Nopal Restaurant & Juice Bar,631 5th Ave,11215,mexican,40.663129,-73.9912745,restaurant
SSAM,170 Smith St,11201,korean,40.68594,-73.991274,restaurant
New Li Yuan,273 W 38th St,10018,chinese,40.75458939,-73.99125183,restaurant
Williamsburg Pizza,277 Broome St,10002,pizza,40.71822,-73.99123,restaurant
Chop Shop II,41 W 24th St,10010,chinese,40.74324,-73.99123,restaurant
ANA Ramen,457 W 50th St,10019,thai,40.76469,-73.99122,restaurant
Manchi,224 W 35th St,10001,healthy,40.75202,-73.99121,restaurant
Stick To My Pot Potsticker,224 W 35th St,10001,chinese,40.75202,-73.99121,restaurant
Method,746 10th Ave,10019,japanese,40.7650523,-73.9912028,restaurant
City Sandwich,649 9th Ave,10036,vietnamese,40.7606559,-73.9912021,restaurant
Kare Thai,752 10th Ave,10019,thai,40.76550313,-73.99115709,restaurant
Flats Fix Taqueria,30 East 16th St,10003,mexican,40.73659,-73.99115,restaurant
Go! Go! Curry!,273 W 38th St,10018,japanese,40.75463,-73.99115,restaurant
Upside Pizza,598 8th Ave,10018,pizza,40.7550912,-73.9911494,restaurant
Tacombi - Flatiron,30 W 24th St,10010,mexican,40.742807,-73.991138,restaurant
Laut,15 E 17th St,10003,vietnamese,40.73756,-73.9911,restaurant
Workers,25 Union Sq W 15th St,10003,korean,40.7363,-73.99108,restaurant
Tsurutontan Udon Noodle Brasserie,21 E 16th St,10003,vietnamese,40.73678,-73.9910699,restaurant
Gentleman Farmer,40 Rivington St,10002,american,40.7210142,-73.99106383,restaurant
Baker's Pizza,754 10th Ave,10019,pizza,40.76546,-73.991,restaurant
Body & Soul Bakeshop,29 Union Sq W,10003,healthy,40.73644,-73.99099,restaurant
Little Italy Pizza,169 W 33rd St,10001,pizza,40.7502738,-73.9909354,restaurant
Narcissa,25 Cooper Sq,10003,american,40.72790811,-73.99092849,restaurant
Kopitiam,151 E Broadway,10002,vietnamese,40.71387,-73.99091,restaurant
Douzo,63 Delancey St,10002,japanese,40.7191369,-73.9908998,restaurant
Neapolitan Express,29 2nd Ave,10003,pizza,40.7247,-73.99087,restaurant
Tasty Hand Pulled Noodles II,648 9th Ave,10036,vietnamese,40.76052023,-73.990862,restaurant
Cocoron:  Gluten-Free noodle Pop up,61 Delancey St,10002,healthy,40.71909,-73.99086,restaurant
Shabushabu Macoron,61 Delancey,10002,japanese,40.71909,-73.99086,restaurant
Junoon,27 W 24th St,10010,indian,40.743193,-73.990838,restaurant
Rosa Mexicano,9 E 18th St,10003,mexican,40.7382,-73.99083,restaurant
Fatty Daddy Taco,152 Smith St,11201,mexican,40.686578,-73.990821,restaurant
Dimes Deli,143 Division St,10002,healthy,40.71436,-73.99079,restaurant
Rosie's,29 E 2nd St,10003,mexican,40.72492,-73.99079,restaurant
Sagaponack Bar & Grill,4 W 22nd St,10010,seafood,40.74093246,-73.99078369,restaurant
Giuseppina's,691 6th Ave,11215,pizza,40.6603431,-73.99077415,restaurant
Kung Fu Kitchen,610 8th Ave,10018,chinese,40.75556542,-73.99076544,restaurant
The Hummus & Pita,616 8th Ave,10018,healthy,40.7556856,-73.99072761,restaurant
Dirt Candy,86 Allen St,10002,healthy,40.7179075,-73.9907183,restaurant
Blue Maiz,606 8th Ave,10018,mexican,40.75543,-73.99071,restaurant
Fuji Hibachi,321 W 42nd St,10036,japanese,40.757916,-73.990702,restaurant
Barn Joo,35 Union Sq W,10003,korean,40.73684,-73.99069,restaurant
B Squared,679 9th Ave,10036,italian,40.7615509,-73.9906616,restaurant
Thai Villa,5 E 19th St,10003,vietnamese,40.73902,-73.99065,restaurant
ICHIRAN Midtown,132 W 31st St,10001,korean,40.74839,-73.99062,restaurant
Piz-zetta,90 Livingston St,11201,pizza,40.69128341,-73.99060292,restaurant
Bocce USQ,20 Union Square W,10003,italian,40.73671837,-73.99055643,restaurant
La Pulperia Hell's Kitchen,371 W 46th St,10036,mexican,40.76090378,-73.99052035,restaurant
Kiss My Slice,274 W 40th St,10018,pizza,40.75576,-73.99052,restaurant
Antojito Mexicano,6th Avenue & 28th Street,10001,mexican,40.74603807,-73.99051919,restaurant
The Bao Shoppe,34 Canal St,10002,korean,40.7143451,-73.9905184,restaurant
Hanjan,36 W 26th St,10010,korean,40.74418306,-73.99051303,restaurant
Ming's Caffe,28 Canal St,10002,chinese,40.714321,-73.990509,restaurant
Yum Yum Too,662 9th Ave,10036,thai,40.76098,-73.99047,restaurant
Ponche Taqueria & Cantina,420 W 49th St,10019,mexican,40.76319,-73.99045,restaurant
deep indian kitchen - indikitch,25 W 23rd St,10010,indian,40.7422142,-73.99044037,restaurant
Wanisa Home Kitchen,142 Smith St,11201,thai,40.687,-73.99042,restaurant
Sticky Rice,85 Orchard St,10002,thai,40.71798,-73.99042,restaurant
Cafe Phin,85 Orchard St,10002,vietnamese,40.71798,-73.99042,restaurant
An Choi,85 Orchard St,10002,vietnamese,40.71798,-73.99042,restaurant
A A Jing,689 9th Ave,10036,vietnamese,40.762,-73.99041,restaurant
Down The Road Sports Bar,683 9th Ave,10036,american,40.76181,-73.9904,restaurant
District Tap House,246 W 38th St,10018,american,40.75409,-73.99039,restaurant
Factory Tamal,34 Ludlow St,10002,mexican,40.7159894,-73.99038877,restaurant
Juicology Kitchen,115 West 30th St,10001,healthy,40.747727,-73.990384,restaurant
Bareburger,366 W 46th St.,10036,healthy,40.760559,-73.990356,restaurant
indi thai,123 Allen St,10029,thai,40.71983,-73.99035,restaurant
Vanilla Gorilla Cafe,332 West 44th St,10036,healthy,40.75905,-73.99032,restaurant
Congee Village,100 Allen St,10002,vietnamese,40.7187,-73.99031,restaurant
Black Iron Burger,245 W 38th St,10018,american,40.75427,-73.99031,restaurant
Bo's Kitchen & Bar Room,6 W 24th St,10010,american,40.74262599,-73.99028636,restaurant
Indian Project,243 W 38th St,10018,indian,40.75426,-73.99028,restaurant
Sushi By M,75 E 4th St,10003,japanese,40.72666,-73.99027,restaurant
Uchu,217 Eldridge St,10002,japanese,40.72172,-73.99026,restaurant
Grey Lady,77 Delancey St,10002,seafood,40.718893,-73.990238,restaurant
Casa Mezcal,86 Orchard St,10002,mexican,40.7179602,-73.9902328,restaurant
Bowery Road,132 4th Ave,10003,american,40.7333427,-73.9901924,restaurant
Piccola Strada,77 E 4th St,10003,italian,40.72662,-73.99019,restaurant
Michael & Ping's Modern Chinese Take-Out,437 3rd Ave,11215,chinese,40.672501,-73.990177,restaurant
E.A.K. RAMEN - NY Hell's Kitchen,360 W 46th St,10036,japanese,40.760579,-73.9901727,restaurant
Orchard Grocer,78 Orchard St,10002,healthy,40.717731,-73.990165,restaurant
Taste Good,18 W 25th St,10010,chinese,40.74338367,-73.99016364,restaurant
Ippudo NY,65 4th Ave,10003,korean,40.73092,-73.99015,restaurant
Ki Sushi,122 Smith St,11201,japanese,40.68764,-73.9901,restaurant
Sake Bar Hagi 46,358 W 46th St,10036,japanese,40.76057,-73.99008,restaurant
Tim Ho Wan,85 4th Ave,10003,vietnamese,40.73168,-73.99007,restaurant
Ise Restaurant,63 Cooper Sq,10003,japanese,40.7291024,-73.9900618,restaurant
Nadoori,105 E 9th St,10003,korean,40.73053741,-73.99005127,restaurant
Yuba,105 E 9th St,10003,japanese,40.73054504,-73.99004364,restaurant
Barrio Chino,253 Broome St,10002,mexican,40.718022,-73.990026,restaurant
Otto's Tacos,705 9th Ave,10019,healthy,40.7625885,-73.99000549,restaurant
Jia NYC,23 Essex St,10002,american,40.71543,-73.98998,restaurant
Zest Sushi,249 Broome St,10002,japanese,40.71783447,-73.98995972,restaurant
L'Amico NYC,849 6th Ave,10001,italian,40.747174,-73.989956,restaurant
La Pizza & La Pasta,200 5th Ave,10010,pizza,40.742344,-73.989952,restaurant
Spaghetti Incident,231 Eldridge St,10002,healthy,40.72231534,-73.98994543,restaurant
Pam Real Thai Food,404 W 49th St,10019,thai,40.762978,-73.98993,restaurant
LuAnne's Wild Ginger All-Asian Vegan,112 Smith St,11201,healthy,40.687936,-73.989925,restaurant
